Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,SPRING_temp,SUMMER_temp,SUMMER_before_temp
43,Gonepteryx rhamni,Cambridgeshire,VC,4,1930,male,27.532,294.234,2.656,8.639,8.192893028259277,15.80917263031006,15.29770851135254
44,Gonepteryx rhamni,Hampshire,UA,7,1930,female,30.454,356.123,3.144,8.793,8.262378692626953,15.793771743774414,15.230170249938965
51,Gonepteryx rhamni,Oxfordshire,VC,8,1933,male,27.811,298.601,2.778,10.837,9.18790054321289,16.907669067382813,15.62642765045166
53,Gonepteryx rhamni,Somerset,UA,8,1934,male,28.798,305.852,2.595,10.044,8.170988082885742,16.122570037841797,16.598054885864258
70,Leptidea sinapis,Northamptonshire,VC,8,1935,male,20.703,153.455,1.109,9.167,7.769254207611084,16.343334197998047,15.879460334777832
82,Leptidea sinapis,Northamptonshire,VC,6,1937,male,20.412,135.026,0.993,10.99,7.596413612365723,15.374485969543455,14.908085823059082
83,Leptidea sinapis,Northamptonshire,VC,6,1937,male,21.157,145.11,1.424,10.443,7.596413612365723,15.374485969543455,14.908085823059082
84,Leptidea sinapis,Northamptonshire,VC,6,1937,male,21.224,146.23,1.242,11.038,7.596413612365723,15.374485969543455,14.908085823059082
107,Leptidea sinapis,Northamptonshire,VC,5,1937,male,21.694,152.957,1.208,11.318,7.596413612365723,15.374485969543455,14.908085823059082
16,Leptidea sinapis,Northamptonshire,VC,6,1938,male,20.085,140.478,0.998,11.375,8.588282585144043,15.048842430114746,15.374485969543455
18,Leptidea sinapis,Northamptonshire,VC,6,1938,female,20.092,132.584,1.18,10.44,8.588282585144043,15.048842430114746,15.374485969543455
7,Leptidea sinapis,Northamptonshire,VC,5,1939,male,20.786,150.163,1.102,11.578,8.058426856994629,14.911712646484377,15.048842430114746
70,Anthocharis cardamines,Cambridgeshire,VC,5,1940,male,17.947,117.682,1.366,8.994,9.045126914978027,15.806547164916992,15.55524730682373
71,Anthocharis cardamines,Cambridgeshire,VC,5,1940,male,20.502,154.838,1.405,9.629,9.045126914978027,15.806547164916992,15.55524730682373
97,Gonepteryx rhamni,Middlesex,VC,8,1941,female,28.177,305.195,2.991,10.684,7.423313140869141,16.750158309936523,16.629737854003906
14,Gonepteryx rhamni,Hertfordshire,VC,8,1944,male,27.333,294.86,2.769,10.05,8.689422607421875,16.0468807220459,15.90122127532959
73,Gonepteryx rhamni,Hertfordshire,VC,4,1944,male,29.108,326.77,2.259,10.562,8.689422607421875,16.0468807220459,15.90122127532959
63,Gonepteryx rhamni,Surrey,VC,4,1946,female,29.372,333.469,2.442,10.501,8.516989707946777,15.07223129272461,15.95506477355957
82,Pieris brassicae,Herefordshire,VC,7,1946,female,25.57,238.78,2.174,8.734,8.037310600280762,13.864537239074709,14.934530258178713
86,Pieris brassicae,Herefordshire,VC,7,1946,female,29.697,303.785,2.868,6.977,8.037310600280762,13.864537239074709,14.934530258178713
87,Pieris brassicae,Herefordshire,VC,7,1946,male,28.094,271.816,2.301,9.906,8.037310600280762,13.864537239074709,14.934530258178713
53,Anthocharis cardamines,Isle of Man,VC,5,1946,male,19.917,129.188,1.53,9.429,7.700334548950195,12.52228546142578,13.573716163635254
54,Anthocharis cardamines,Isle of Man,VC,5,1946,male,18.619,119.893,1.354,9.695,7.700334548950195,12.52228546142578,13.573716163635254
55,Anthocharis cardamines,Isle of Man,VC,5,1946,male,20.517,150.474,1.318,10.884,7.700334548950195,12.52228546142578,13.573716163635254
56,Anthocharis cardamines,Isle of Man,VC,5,1946,male,20.543,149.934,1.738,11.067,7.700334548950195,12.52228546142578,13.573716163635254
60,Anthocharis cardamines,Isle of Man,VC,5,1946,male,21.141,151.11,1.684,9.881,7.700334548950195,12.52228546142578,13.573716163635254
61,Anthocharis cardamines,Isle of Man,VC,5,1946,male,19.096,126.911,1.318,8.689,7.700334548950195,12.52228546142578,13.573716163635254
62,Anthocharis cardamines,Isle of Man,VC,5,1946,male,18.319,117.812,1.394,8.784,7.700334548950195,12.52228546142578,13.573716163635254
55,Gonepteryx rhamni,Devon,UA,8,1947,male,28.431,312.284,3.632,10.409,8.162005424499512,15.800427436828612,13.620519638061523
63,Pieris brassicae,Hampshire,UA,5,1947,male,29.29,313.933,2.429,10.289,8.664612770080566,17.396770477294922,14.755868911743164
83,Pieris brassicae,Hertfordshire,VC,5,1947,female,29.408,332.103,2.687,10.362,8.708585739135742,17.500038146972656,14.98554515838623
108,Leptidea sinapis,Staffordshire,VC,8,1947,male,20.96,157.473,1.044,9.101,7.72877836227417,16.219436645507813,13.851629257202148
109,Leptidea sinapis,Staffordshire,VC,8,1947,male,20.535,139.271,0.871,10.309,7.72877836227417,16.219436645507813,13.851629257202148
56,Gonepteryx rhamni,Kent,UA,7,1948,female,29.04,326.571,2.84,10.105,9.65591812133789,15.235581398010254,17.606950759887695
59,Gonepteryx rhamni,Kent,UA,7,1948,female,29.351,346.008,3.388,10.044,9.65591812133789,15.235581398010254,17.606950759887695
68,Pieris brassicae,Hampshire,UA,6,1949,female,30.891,340.067,2.868,10.417,8.772603034973145,16.816173553466797,15.110679626464844
69,Pieris brassicae,Hampshire,UA,7,1949,male,29.677,323.082,2.042,10.779,8.772603034973145,16.816173553466797,15.110679626464844
73,Pieris brassicae,Hampshire,UA,8,1949,female,28.917,305.14,2.533,10.646,8.772603034973145,16.816173553466797,15.110679626464844
110,Leptidea sinapis,Surrey,VC,8,1949,female,20.256,141.55,1.144,9.002,8.78429889678955,16.918704986572266,15.239425659179688
111,Leptidea sinapis,Surrey,VC,5,1949,male,19.854,128.122,1.076,10.375,8.78429889678955,16.918704986572266,15.239425659179688
105,Leptidea sinapis,Surrey,VC,5,1950,male,19.737,130.963,1.076,11.053,9.11070156097412,16.452442169189453,16.918704986572266
27,Gonepteryx rhamni,Cambridgeshire,VC,5,1953,male,27.164,278.525,2.769,8.639,8.595714569091797,15.426828384399414,16.350509643554688
28,Gonepteryx rhamni,Cambridgeshire,VC,5,1953,male,27.704,326.739,2.742,8.78,8.595714569091797,15.426828384399414,16.350509643554688
72,Gonepteryx rhamni,Surrey,VC,8,1954,male,27.841,314.507,2.625,11.905,8.355030059814453,14.499923706054688,15.63077449798584
41,Leptidea sinapis,West Sussex,VC,8,1955,female,19.376,134.238,1.015,10.008,7.346038818359375,16.591733932495117,14.37084674835205
57,Gonepteryx rhamni,Hampshire,UA,8,1956,female,27.767,318.836,3.602,10.837,8.3793363571167,14.465877532958984,16.6603946685791
67,Anthocharis cardamines,Hampshire,UA,6,1956,female,22.464,190.944,2.38,8.058,8.3793363571167,14.465877532958984,16.6603946685791
64,Gonepteryx rhamni,Buckinghamshire,VC,8,1958,female,31.145,362.61,3.205,10.259,7.394731521606445,15.28487777709961,15.929723739624023
69,Gonepteryx rhamni,Buckinghamshire,VC,8,1958,female,29.814,338.064,3.207,10.348,7.394731521606445,15.28487777709961,15.929723739624023
27,Leptidea sinapis,West Sussex,VC,5,1959,female,20.25,144.165,1.563,10.01,9.825118064880373,16.805877685546875,15.249466896057127
106,Leptidea sinapis,Surrey,VC,7,1960,male,19.381,124.423,1.006,10.46,9.398229598999023,15.524151802062988,17.081911087036133
38,Gonepteryx rhamni,Hampshire,UA,8,1961,male,30.403,345.832,3.572,10.444,9.68089199066162,15.461302757263184,15.32421588897705
35,Gonepteryx rhamni,Hampshire,UA,8,1963,male,30.703,343.593,3.116,11.143,8.242307662963867,14.812153816223145,14.498866081237791
33,Gonepteryx rhamni,Bedfordshire,VC,8,1964,male,30.041,329.992,2.685,11.462,8.57455062866211,15.440053939819336,14.651217460632324
39,Gonepteryx rhamni,Hampshire,UA,9,1964,female,28.707,312.471,3.358,9.371,8.62707805633545,15.586627960205078,14.812153816223145
41,Gonepteryx rhamni,Hampshire,UA,9,1964,female,30.559,368.101,3.266,11.174,8.62707805633545,15.586627960205078,14.812153816223145
78,Gonepteryx rhamni,West Sussex,VC,8,1964,male,29.432,351.082,2.992,9.679,8.5221405029296875,15.641980171203612,14.85846710205078
95,Anthocharis cardamines,Surrey,VC,5,1964,male,21.685,169.68,1.754,10.724,8.763251304626465,15.818291664123535,14.992349624633787
114,Leptidea sinapis,Buckinghamshire,VC,5,1964,female,20.258,143.768,1.285,9.919,8.51986026763916,15.330585479736328,14.575056076049805
119,Leptidea sinapis,Buckinghamshire,VC,5,1964,male,18.82,126.887,1.286,10.517,8.51986026763916,15.330585479736328,14.575056076049805
104,Gonepteryx rhamni,Buckinghamshire,VC,8,1965,female,31.073,377.472,3.276,11.257,8.21193790435791,14.259403228759766,15.330585479736328
105,Gonepteryx rhamni,Buckinghamshire,VC,7,1965,female,29.224,340.007,3.519,9.471,8.21193790435791,14.259403228759766,15.330585479736328
68,Anthocharis cardamines,Hampshire,UA,5,1965,female,22.468,192.609,2.38,7.557,8.349486351013184,14.505208969116213,15.586627960205078
72,Anthocharis cardamines,Hampshire,UA,5,1965,female,21.786,180.123,1.757,8.234,8.349486351013184,14.505208969116213,15.586627960205078
106,Anthocharis cardamines,Hampshire,UA,5,1965,male,21.486,169.582,1.754,8.386,8.349486351013184,14.505208969116213,15.586627960205078
103,Leptidea sinapis,Surrey,VC,6,1965,male,20.25,146.955,1.043,10.342,8.551922798156738,14.698996543884276,15.818291664123535
104,Leptidea sinapis,West Sussex,VC,6,1965,male,19.538,123.812,1.175,10.46,8.314169883728027,14.517999649047852,15.641980171203612
42,Gonepteryx rhamni,Hampshire,UA,8,1966,female,31.041,375.878,3.055,9.402,8.577176094055176,15.213376998901367,14.505208969116213
101,Gonepteryx rhamni,Buckinghamshire,VC,8,1966,female,27.139,291.36,2.548,9.134,8.116528511047363,14.910762786865234,14.259403228759766
60,Pieris brassicae,Hampshire,UA,4,1967,male,28.39,281.974,2.687,10.623,8.675962448120117,15.65082550048828,15.213376998901367
61,Pieris brassicae,Hampshire,UA,4,1967,male,29.815,310.959,2.998,10.982,8.675962448120117,15.65082550048828,15.213376998901367
62,Pieris brassicae,Hampshire,UA,6,1967,male,28.9,286.182,3.153,8.918,8.675962448120117,15.65082550048828,15.213376998901367
65,Pieris brassicae,Hampshire,UA,4,1967,female,28.776,302.899,2.636,9.947,8.675962448120117,15.65082550048828,15.213376998901367
66,Pieris brassicae,Hampshire,UA,3,1967,female,27.211,262.268,2.584,8.841,8.675962448120117,15.65082550048828,15.213376998901367
71,Pieris brassicae,Hampshire,UA,9,1967,male,29.557,309.651,2.351,11.447,8.675962448120117,15.65082550048828,15.213376998901367
76,Pieris brassicae,West Sussex,VC,8,1967,female,30.577,345.211,2.274,10.568,8.690730094909668,15.64084243774414,15.257880210876465
64,Pieris brassicae,Hampshire,UA,4,1968,female,27.253,284.368,3.18,10.003,8.1659698486328125,15.290059089660645,15.65082550048828
67,Pieris brassicae,Hampshire,UA,5,1968,female,28.296,295.139,2.662,9.416,8.1659698486328125,15.290059089660645,15.65082550048828
80,Pieris brassicae,Kent,UA,8,1968,male,30.696,350.529,2.051,12.165,8.300686836242676,15.305326461791992,15.976031303405762
65,Anthocharis cardamines,Hampshire,UA,6,1968,male,15.974,88.703,1.211,8.254,8.1659698486328125,15.290059089660645,15.65082550048828
3,Leptidea sinapis,West Sussex,VC,6,1968,female,20.604,143.072,1.468,10.922,8.189606666564941,15.302803993225098,15.64084243774414
47,Leptidea sinapis,West Sussex,VC,6,1968,male,20.005,140.299,1.148,10.741,8.189606666564941,15.302803993225098,15.64084243774414
66,Anthocharis cardamines,Hampshire,UA,5,1969,male,20.82,153.244,1.678,9.677,7.877262115478516,15.923598289489746,15.290059089660645
81,Anthocharis cardamines,East Inverness-shire,VC,6,1970,male,20.29,153.374,1.821,9.96,4.04124641418457,11.582199096679688,12.06959629058838
84,Anthocharis cardamines,East Inverness-shire,VC,6,1970,male,20.158,142.965,1.484,9.062,4.04124641418457,11.582199096679688,12.06959629058838
34,Gonepteryx rhamni,Hampshire,UA,8,1971,male,28.27,320.558,2.961,9.861,8.117960929870605,15.500587463378906,15.951915740966797
36,Gonepteryx rhamni,Hampshire,UA,8,1971,male,29.562,341.582,3.114,10.837,8.117960929870605,15.500587463378906,15.951915740966797
37,Gonepteryx rhamni,Hampshire,UA,8,1971,male,30.076,360.181,3.145,10.104,8.117960929870605,15.500587463378906,15.951915740966797
70,Pieris brassicae,Cornwall,UA,8,1971,male,28.388,310.636,2.196,10.185,8.179192543029785,15.016852378845217,15.084198951721191
72,Pieris brassicae,Cornwall,UA,8,1971,male,30.19,326.867,2.171,11.499,8.179192543029785,15.016852378845217,15.084198951721191
74,Pieris brassicae,Cornwall,UA,8,1971,female,30.062,353.772,3.463,8.372,8.179192543029785,15.016852378845217,15.084198951721191
75,Pieris brassicae,Cornwall,UA,8,1971,female,32.258,374.154,2.507,9.768,8.179192543029785,15.016852378845217,15.084198951721191
74,Anthocharis cardamines,Powys,UA,5,1971,female,21.368,163.965,1.796,7.766,6.694668292999268,13.349689483642578,13.914968490600586
92,Gonepteryx rhamni,Hampshire,UA,8,1973,female,29.671,375.268,2.35,9.433,8.252546310424805,16.03422737121582,14.339442253112791
103,Gonepteryx rhamni,Buckinghamshire,VC,8,1973,male,29.943,334.794,3.549,11.348,8.00306510925293,15.76801300048828,14.227869987487791
69,Anthocharis cardamines,Hampshire,UA,6,1973,female,24.31,201.287,1.777,9.794,8.252546310424805,16.03422737121582,14.339442253112791
86,Anthocharis cardamines,Hampshire,UA,5,1973,female,22.531,185.045,1.821,8.411,8.252546310424805,16.03422737121582,14.339442253112791
107,Anthocharis cardamines,Bedfordshire,VC,5,1973,female,19.964,144.037,1.434,7.679,8.132137298583984,15.871210098266602,14.352401733398438
108,Anthocharis cardamines,Bedfordshire,VC,5,1973,female,20.927,164.376,1.733,8.429,8.132137298583984,15.871210098266602,14.352401733398438
22,Leptidea sinapis,Devon,UA,8,1973,male,20.194,135.637,0.948,10.84,7.907328128814697,14.9405517578125,13.446134567260742
117,Leptidea sinapis,Buckinghamshire,VC,5,1973,male,20.083,127.23,1.016,10.547,8.00306510925293,15.76801300048828,14.227869987487791
86,Gonepteryx rhamni,Hampshire,UA,8,1975,female,31.349,380.761,3.206,10.898,7.776828289031982,16.91426658630371,14.91114330291748
98,Gonepteryx rhamni,Hampshire,UA,7,1975,male,29.647,331.587,2.442,9.864,7.776828289031982,16.91426658630371,14.91114330291748
115,Leptidea sinapis,Buckinghamshire,VC,6,1975,female,20.316,148.093,1.344,10.576,7.478678226470947,16.878393173217773,14.67759609222412
118,Leptidea sinapis,Buckinghamshire,VC,6,1975,male,19.395,129.027,1.165,10.101,7.478678226470947,16.878393173217773,14.67759609222412
100,Gonepteryx rhamni,Hampshire,UA,7,1976,male,29.996,335.347,3.45,9.799,8.37022590637207,18.036142349243164,16.91426658630371
89,Pieris brassicae,Surrey,VC,7,1976,female,28.62,293.837,2.3,9.302,8.597296714782715,18.221406936645508,17.068307876586914
91,Pieris brassicae,Surrey,VC,7,1976,female,31.481,372.465,2.871,9.948,8.597296714782715,18.221406936645508,17.068307876586914
97,Anthocharis cardamines,East Inverness-shire,VC,4,1976,female,22.884,182.023,1.867,10.095,5.083425045013428,12.97591495513916,12.37502670288086
113,Leptidea sinapis,Buckinghamshire,VC,6,1976,female,18.65,124.19,1.106,9.979,8.172527313232422,17.847578048706055,16.878393173217773
116,Leptidea sinapis,Buckinghamshire,VC,6,1976,male,20.069,134.465,1.165,11.203,8.172527313232422,17.847578048706055,16.878393173217773
5,Leptidea sinapis,West Sussex,VC,8,1977,female,20.095,140.281,1.138,10.387,8.461027145385742,14.714048385620115,17.946134567260742
10,Leptidea sinapis,West Sussex,VC,6,1977,male,20.518,135.845,1.019,11.205,8.461027145385742,14.714048385620115,17.946134567260742
20,Leptidea sinapis,West Sussex,VC,8,1977,male,19.983,129.222,0.903,11.038,8.461027145385742,14.714048385620115,17.946134567260742
21,Leptidea sinapis,West Sussex,VC,6,1977,female,20.684,144.35,1.215,11.404,8.461027145385742,14.714048385620115,17.946134567260742
26,Leptidea sinapis,West Sussex,VC,8,1977,male,18.566,110.263,1.031,9.642,8.461027145385742,14.714048385620115,17.946134567260742
28,Leptidea sinapis,West Sussex,VC,8,1977,female,20.532,155.403,1.247,9.576,8.461027145385742,14.714048385620115,17.946134567260742
38,Leptidea sinapis,West Sussex,VC,8,1977,female,20.541,153.317,1.281,9.659,8.461027145385742,14.714048385620115,17.946134567260742
40,Gonepteryx rhamni,Hampshire,UA,8,1978,female,27.701,302.949,3.542,9.128,8.235562324523926,14.69609260559082,14.54563808441162
62,Gonepteryx rhamni,West Sussex,VC,8,1978,male,28.193,316.741,2.931,10.47,8.251227378845215,14.748519897460938,14.714048385620115
66,Gonepteryx rhamni,West Sussex,VC,8,1978,female,28.601,319.037,2.747,10.714,8.251227378845215,14.748519897460938,14.714048385620115
79,Pieris brassicae,Middlesex,VC,8,1978,female,33.091,409.176,3.022,11.425,8.805103302001953,15.5380277633667,15.322739601135254
91,Anthocharis cardamines,Wiltshire,UA,5,1978,female,22.667,194.834,2.023,8.611,7.928464889526367,14.33340549468994,14.181361198425291
94,Anthocharis cardamines,East Inverness-shire,VC,4,1978,female,21.199,168.821,1.979,10.958,4.878083229064941,10.77234935760498,10.870147705078123
6,Leptidea sinapis,West Sussex,VC,6,1978,female,21.765,166.03,1.543,11.065,8.251227378845215,14.748519897460938,14.714048385620115
31,Leptidea sinapis,West Sussex,VC,5,1978,male,19.619,130.262,1.115,11.29,8.251227378845215,14.748519897460938,14.714048385620115
32,Leptidea sinapis,West Sussex,VC,6,1978,female,20.745,159.035,1.446,11.139,8.251227378845215,14.748519897460938,14.714048385620115
37,Leptidea sinapis,West Sussex,VC,6,1978,male,19.173,114.764,0.982,10.358,8.251227378845215,14.748519897460938,14.714048385620115
32,Gonepteryx rhamni,Hampshire,UA,8,1979,male,28.578,324.628,2.713,11.019,7.558493614196777,15.07373046875,14.69609260559082
68,Gonepteryx rhamni,Surrey,VC,7,1979,male,28.889,337.525,2.717,9.127,7.839100360870361,15.362672805786133,14.946335792541504
99,Gonepteryx rhamni,Hampshire,UA,8,1979,female,29.301,345.94,2.534,9.315,7.558493614196777,15.07373046875,14.69609260559082
82,Anthocharis cardamines,Wiltshire,UA,5,1979,male,21.54,174.997,1.709,10.367,7.147150039672852,14.735883712768556,14.33340549468994
1,Leptidea sinapis,West Sussex,VC,8,1980,male,18.909,115.567,1.158,9.449,8.429269790649414,15.009190559387209,15.060846328735352
33,Leptidea sinapis,West Sussex,VC,6,1980,female,19.992,146.906,1.298,9.83,8.429269790649414,15.009190559387209,15.060846328735352
79,Gonepteryx rhamni,Hampshire,UA,8,1981,male,28.287,326.331,3.297,9.31,9.145263671875,15.406296730041504,14.92171573638916
88,Pieris brassicae,Surrey,VC,8,1981,male,29.953,341.583,2.014,11.137,9.299261093139648,15.56769561767578,15.224493026733398
79,Anthocharis cardamines,Hampshire,UA,5,1981,male,21.909,172.522,1.551,10.814,9.145263671875,15.406296730041504,14.92171573638916
83,Anthocharis cardamines,Hampshire,UA,5,1981,male,21.318,167.212,1.821,11.646,9.145263671875,15.406296730041504,14.92171573638916
83,Gonepteryx rhamni,Hampshire,UA,8,1982,male,28.692,302.219,3.023,9.891,8.79244613647461,16.250886917114258,15.406296730041504
91,Gonepteryx rhamni,Hampshire,UA,8,1982,female,27.837,310.131,3.999,9.311,8.79244613647461,16.250886917114258,15.406296730041504
82,Gonepteryx rhamni,Hampshire,UA,7,1983,male,30.841,380.991,3.026,12.119,7.884888648986816,17.594240188598633,16.250886917114258
