decimalLatitude,decimalLongitude,Year,SPRING,SUMMER,SUMMER_before,SPRING_temp,SUMMER_temp,SUMMER_before_temp
53.5583,-3.0687,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.183584715997453,13.796290188731895,16.037043503110368
53.8258,-3.0322,1912,SEASON_1912-04-16,SEASON_1912-07-16,SEASON_1911-07-16,8.757939323270184,13.89347644178523,16.067653408854742
53.5631,-3.0702,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,9.679281949027605,15.422206485060018,15.134764829583396
50.8167,-1.0833,1916,SEASON_1916-04-16,SEASON_1916-07-16,SEASON_1915-07-16,8.381987146448182,14.926266506734171,15.20181162918756
51.8124,-0.6244,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,7.700605456498042,14.558808137500515,15.23457297673242
50.8092,-4.354,1928,SEASON_1928-04-16,SEASON_1928-07-16,SEASON_1927-07-16,8.670823259653488,14.356236906344531,14.418370903726716
50.5672,-2.446,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,7.584168002813284,14.104092989520357,15.064494032051853
52.3873,-0.1935,1911,SEASON_1911-04-16,SEASON_1911-07-16,SEASON_1910-07-16,8.51809616567543,17.51138301580215,15.093757427096739
52.8751,-1.2432,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,7.936150864699622,15.492427687092185,14.934725728259057
51.3199,-0.1413,1917,SEASON_1917-04-16,SEASON_1917-07-16,SEASON_1916-07-16,7.317742864794798,16.125925558377826,14.723364525857495
51.2242,-0.3707,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,8.277117471103377,15.384447000909942,16.42987089432187
52.3389,0.1338,1995,SEASON_1995-04-16,SEASON_1995-07-16,SEASON_1994-07-16,8.932899940761253,17.665674235007295,17.1785622742947
51.2207,-0.4651,1968,SEASON_1968-04-16,SEASON_1968-07-16,SEASON_1967-07-16,8.040279477858286,15.091165843310046,15.535724410783823
50.5955,-1.2061,1891,SEASON_1891-04-16,SEASON_1891-07-16,SEASON_1890-07-16,7.555988164427793,15.633230409934026,15.242535219632048
50.9848,-3.0502,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,9.328844931701974,15.610724484170367,15.231854573805146
50.6562,-1.4757,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,9.686380949380968,14.447329332064289,15.2367354945865
51.6263,0.0806,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,9.119358963127066,15.42364508857141,16.435906871713843
51.2689,-0.3718,1932,SEASON_1932-04-16,SEASON_1932-07-16,SEASON_1931-07-16,7.6864068582429566,16.598919771126607,15.502971290654886
51.4543,-0.9781,1888,SEASON_1888-04-16,SEASON_1888-07-16,SEASON_1887-07-16,7.015353587983055,14.311032829852225,16.55956032056514
51.3392,-0.1197,1985,SEASON_1985-04-16,SEASON_1985-07-16,SEASON_1984-07-16,8.273092632262355,15.214082556982584,16.565272846024012
51.3093,-0.0559,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,9.078183430035637,16.08128187355843,15.015445227437485
51.2264,-0.4366,1927,SEASON_1927-04-16,SEASON_1927-07-16,SEASON_1926-07-16,9.058814501796782,14.667008672428528,15.449745879824606
51.2373,-0.2059,1892,SEASON_1892-04-16,SEASON_1892-07-16,SEASON_1891-07-16,7.176209131129561,14.628594249586648,14.675474306949589
51.7751,0.593,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.15199020958156,14.74656013166562,16.520628819816054
51.2689,-0.3718,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,8.592956564441701,14.654352351022137,16.361433811677426
51.8124,-0.6244,1929,SEASON_1929-04-16,SEASON_1929-07-16,SEASON_1928-07-16,7.680959488502306,15.034290527881424,15.02475630936651
52.3812,-0.2205,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,8.172667127070932,14.463086209553726,15.307588685690243
51.0752,1.0256,1933,SEASON_1933-04-16,SEASON_1933-07-16,SEASON_1932-07-16,9.365316332086362,16.952510587540214,15.971903992746343
50.8884,-0.6969,1937,SEASON_1937-04-16,SEASON_1937-07-16,SEASON_1936-07-16,8.574358773930852,16.037914266128297,15.469603540097443
51.227,-0.2865,1928,SEASON_1928-04-16,SEASON_1928-07-16,SEASON_1927-07-16,8.337013604876041,15.328696981950644,14.667008672428528
51.0145,-1.127,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,8.926831077323639,15.79073298323684,15.396162914279891
50.8739,0.0088,1976,SEASON_1976-04-16,SEASON_1976-07-16,SEASON_1975-07-16,8.499565227186329,17.996323149916236,16.719390826080613
50.9588,-2.0772,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.361745399679744,16.81087301325968,14.439106641926168
51.193,-1.9027,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.016201082631692,15.429794439523782,14.87683339349108
50.8884,-0.6969,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,10.016428863810857,15.715086381181951,15.920983712350774
50.8884,-0.6969,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.343637410055054,15.917117252302367,15.313726307343986
51.5111,-0.3058,1929,SEASON_1929-04-16,SEASON_1929-07-16,SEASON_1928-07-16,8.495225943684886,16.031244591858872,16.097198366071495
50.8947,-2.2061,1976,SEASON_1976-04-16,SEASON_1976-07-16,SEASON_1975-07-16,7.993715491790814,17.586624633306453,16.644942062077877
51.3154,-0.1649,1902,SEASON_1902-04-16,SEASON_1902-07-16,SEASON_1901-07-16,7.788721375066907,14.916310704260601,16.32619165202601
52.3812,-0.2205,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,10.37210576181124,16.06260372814666,15.922541310882755
51.2111,0.7946,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,9.495319833569367,16.61528536787912,14.633601851448693
52.2053,0.1218,1886,SEASON_1886-04-16,SEASON_1886-07-16,SEASON_1885-07-16,7.675912330229003,15.407612283003516,15.16647448532402
51.0305,-1.901,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.075751112427493,16.055473745838608,16.703796260559862
51.7003,0.1087,1932,SEASON_1932-04-16,SEASON_1932-07-16,SEASON_1931-07-16,7.31737614407849,16.276539441084015,15.14956857221355
50.6525,-1.4514,1950,SEASON_1950-04-16,SEASON_1950-07-16,SEASON_1949-07-16,9.65005661834415,16.188894880275306,16.925284033003848
51.3199,-0.1413,1952,SEASON_1952-04-16,SEASON_1952-07-16,SEASON_1951-07-16,10.121817878292937,16.55253605795249,15.61926973979649
50.6083,-1.9608,1959,SEASON_1959-04-16,SEASON_1959-07-16,SEASON_1958-07-16,10.038869355259445,16.64713536219912,15.346051121994009
53.7807,-2.6529,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,8.68724695462113,13.79167431892605,15.8733335740915
53.8216,-0.719,1941,SEASON_1941-04-16,SEASON_1941-07-16,SEASON_1940-07-16,6.197728169696851,15.106999654959571,14.968604733102262
50.9546,-1.2951,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,9.206850296062235,16.0450105567578,15.673829155814396
53.8573,-1.1709,1925,SEASON_1925-04-16,SEASON_1925-07-16,SEASON_1924-07-16,7.732173389599861,15.380036201486288,14.137666905791345
51.1525,1.3689,1961,SEASON_1961-04-16,SEASON_1961-07-16,SEASON_1960-07-16,9.830864899976731,15.78776839378554,15.289083181955755
53.4697,-1.326,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,9.312597041168859,15.15432254910711,14.688441482646278
51.2322,-0.3324,1962,SEASON_1962-04-16,SEASON_1962-07-16,SEASON_1961-07-16,6.6356077659228685,14.259032156596668,15.391349484521589
51.2689,-0.3718,1984,SEASON_1984-04-16,SEASON_1984-07-16,SEASON_1983-07-16,7.919876860187853,16.913215605423446,18.151637426722274
50.9845,-1.1332,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,8.926831077323639,15.79073298323684,15.396162914279891
50.7821,-1.5533,1969,SEASON_1969-04-16,SEASON_1969-07-16,SEASON_1968-07-16,8.115914503962934,16.065460379740962,15.440532766460752
51.185,1.375,1959,SEASON_1959-04-16,SEASON_1959-07-16,SEASON_1958-07-16,9.479591292948108,16.825901071212535,15.346957719132371
53.7807,-2.6529,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,7.444790731013492,15.8733335740915,13.511170818589033
51.0463,-1.3107,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,8.684612222670038,17.450645902176053,14.750472407187988
51.0608,-1.4105,1955,SEASON_1955-04-16,SEASON_1955-07-16,SEASON_1954-07-16,7.434292141411545,16.72999629820548,14.226458614593545
50.9504,-1.1207,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.512004242114946,14.62998163756132,16.7693846187123
51.1724,-1.2588,1966,SEASON_1966-04-16,SEASON_1966-07-16,SEASON_1965-07-16,8.206687934145183,14.894864765500866,14.175413982179645
50.8167,-1.0833,1961,SEASON_1961-04-16,SEASON_1961-07-16,SEASON_1960-07-16,9.933721200257809,15.710812397683634,15.481323417671428
50.8582,-1.1105,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,8.73983489313229,14.910961175293671,15.849499368733772
51.0229,-1.4925,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.852120427994732,15.151521275134751,17.450645902176053
51.0608,-1.4105,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.852120427994732,15.151521275134751,17.450645902176053
50.8167,-1.0833,1960,SEASON_1960-04-16,SEASON_1960-07-16,SEASON_1959-07-16,9.543354053356014,15.481323417671428,16.84871565470336
51.0695,-1.3457,1961,SEASON_1961-04-16,SEASON_1961-07-16,SEASON_1960-07-16,9.67170787024225,15.446237071531662,15.332265315576931
50.9504,-1.1207,1966,SEASON_1966-04-16,SEASON_1966-07-16,SEASON_1965-07-16,8.852845544419068,15.396162914279891,14.674697874869006
50.5843,-2.0338,1966,SEASON_1966-04-16,SEASON_1966-07-16,SEASON_1965-07-16,8.779635213951963,15.099590995131814,14.329878706454151
51.0604,-1.2739,1959,SEASON_1959-04-16,SEASON_1959-07-16,SEASON_1958-07-16,9.515342806465656,16.400215794399173,14.93447843243356
50.8167,-1.0833,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,8.53851425262257,14.437424135854537,15.713964686675299
50.8167,-1.0833,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,8.512004242114946,14.62998163756132,16.7693846187123
52.0481,-0.0241,1956,SEASON_1956-04-16,SEASON_1956-07-16,SEASON_1955-07-16,7.979229785911647,14.126944719553473,16.30800099054802
53.969,-2.6277,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,7.9050990656954525,12.961783177796104,14.975290994278122
50.7501,-2.6506,1950,SEASON_1950-04-16,SEASON_1950-07-16,SEASON_1949-07-16,9.007194490206972,15.232717267937556,16.161600068226793
51.1595,0.9504,1965,SEASON_1965-04-16,SEASON_1965-07-16,SEASON_1964-07-16,8.259323061758813,14.598137439871048,15.778280311272304
51.2655,-0.3254,1962,SEASON_1962-04-16,SEASON_1962-07-16,SEASON_1961-07-16,7.213215236307767,14.97588412777296,16.088862000661226
51.1819,0.9379,1959,SEASON_1959-04-16,SEASON_1959-07-16,SEASON_1958-07-16,9.479591292948108,16.825901071212535,15.346957719132371
50.6074,-3.4352,1957,SEASON_1957-04-16,SEASON_1957-07-16,SEASON_1956-07-16,9.828374172724617,15.703575249253298,14.322424606382064
51.0643,0.8598,1959,SEASON_1959-04-16,SEASON_1959-07-16,SEASON_1958-07-16,9.479591292948108,16.825901071212535,15.346957719132371
51.275383,-2.776614,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,8.677795379692537,14.337400189559693,15.629478178072265
51.3971,-1.2849,1953,SEASON_1953-04-16,SEASON_1953-07-16,SEASON_1952-07-16,8.200305850409743,14.898575521805125,15.545899339675854
51.5737,-1.2008,1954,SEASON_1954-04-16,SEASON_1954-07-16,SEASON_1953-07-16,7.905440859476979,13.909799309830673,15.049000915756208
51.3976,-2.2994,1915,SEASON_1915-04-16,SEASON_1915-07-16,SEASON_1914-07-16,7.927372755394798,14.826397984479822,15.49824838414395
51.7244,-0.8345,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,8.530117340300377,15.491415885467239,14.5499465386039
51.2246,-0.529,1915,SEASON_1915-04-16,SEASON_1915-07-16,SEASON_1914-07-16,7.9124426463495166,14.88592301290159,15.580158745231646
52.1999,0.6604,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.09519972726422,15.825853931721628,15.275249503360339
50.9892,-4.531,1937,SEASON_1937-04-16,SEASON_1937-07-16,SEASON_1936-07-16,8.321540884376981,14.767932281870102,14.304495692445487
50.6807,-1.5232,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,9.663821006806948,16.7382675072051,14.447329332064289
51.479,-3.7052,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,7.800669288394404,14.612674203578427,13.892232126792644
53.0465,-3.762,1947,SEASON_1947-04-16,SEASON_1947-07-16,SEASON_1946-07-16,6.833576936968402,14.591652435622882,12.492882334145449
53.7391,-2.968,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,8.491192102904982,15.28618335456397,13.761937504639661
53.7391,-2.968,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,7.158228428615565,13.096660899186357,15.28618335456397
51.0717,1.0819,1905,SEASON_1905-04-16,SEASON_1905-07-16,SEASON_1904-07-16,8.327028587938662,15.768676410528535,15.449807112519249
51.7244,-0.8345,1912,SEASON_1912-04-16,SEASON_1912-07-16,SEASON_1911-07-16,9.368521758058339,14.276999262498832,17.51003451696754
51.3665,0.2115,1945,SEASON_1945-04-16,SEASON_1945-07-16,SEASON_1944-07-16,10.173304557169658,15.881225507661872,16.07798678447806
51.6662,-0.9222,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,7.679478934111949,14.30559654450746,15.208797907197354
50.8874,-0.3267,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.65106793400836,16.455469090425307,17.24771630196532
52.3812,-0.2205,1913,SEASON_1913-04-16,SEASON_1913-07-16,SEASON_1912-07-16,8.757997687908594,14.812112408890677,14.733152774651755
50.6925,-3.137,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,8.042590017936956,13.97814147538393,16.333420346803415
50.9643,-1.3267,1922,SEASON_1922-04-16,SEASON_1922-07-16,SEASON_1921-07-16,8.427236062452522,14.476247650654994,16.88433876600108
51.2704,0.5227,1928,SEASON_1928-04-16,SEASON_1928-07-16,SEASON_1927-07-16,8.443873681875203,15.804918305682854,15.120093500379554
51.3762,-0.0982,1925,SEASON_1925-04-16,SEASON_1925-07-16,SEASON_1924-07-16,8.139229491827834,16.148239323983397,15.03658064572276
52.104,-2.7461,1938,SEASON_1938-04-16,SEASON_1938-07-16,SEASON_1937-07-16,8.387955340629537,14.175336841531744,14.837055162220437
52.405,-0.2413,1931,SEASON_1931-04-16,SEASON_1931-07-16,SEASON_1930-07-16,7.6810099926487485,14.94579469340606,15.768363859147549
51.0717,1.0819,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,8.93521869115694,15.641774691674456,14.518053620657218
51.8642,-2.238,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.41333572966529,14.826135235778699,16.96299521743717
51.2689,-0.3718,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.63969736315,16.268397164445506,15.85442431981916
51.3392,-0.1197,1921,SEASON_1921-04-16,SEASON_1921-07-16,SEASON_1920-07-16,9.373273625595033,16.83688654859749,14.449713969165494
53.2179,-0.2,1940,SEASON_1940-04-16,SEASON_1940-07-16,SEASON_1939-07-16,8.597596593345536,15.647318095141436,15.282962256284534
52.0878,-0.9896,1894,SEASON_1894-04-16,SEASON_1894-07-16,SEASON_1893-07-16,7.8376953037430175,14.08175908204893,16.013707817438924
52.544,-4.0461,1949,SEASON_1949-04-16,SEASON_1949-07-16,SEASON_1948-07-16,8.060796399944026,15.25329206534103,13.414719102483092
51.2376,0.7394,1958,SEASON_1958-04-16,SEASON_1958-07-16,SEASON_1957-07-16,7.63558562732665,15.657909221782873,16.349346887476738
51.2284,-0.5047,1942,SEASON_1942-04-16,SEASON_1942-07-16,SEASON_1941-07-16,8.34361821419273,15.462434090709136,15.692653701439356
50.5955,-1.2061,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,9.011705269772618,15.20652205920072,16.10817076176093
50.744,0.2374,1935,SEASON_1935-04-16,SEASON_1935-07-16,SEASON_1934-07-16,8.102752741300064,16.243042340239867,16.108656801746484
51.2111,0.7946,1914,SEASON_1914-04-16,SEASON_1914-07-16,SEASON_1913-07-16,9.19969401274308,16.012447895726808,14.849343103902514
51.3729,0.4526,1902,SEASON_1902-04-16,SEASON_1902-07-16,SEASON_1901-07-16,7.501387133980538,14.597000639967504,15.988702109491566
51.4194,0.5326,1909,SEASON_1909-04-16,SEASON_1909-07-16,SEASON_1908-07-16,7.658838363753527,14.456381918299032,15.346974332678306
51.3404,0.7316,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,9.764082646474014,14.683864728263673,15.165338726889322
51.632,0.6732,1957,SEASON_1957-04-16,SEASON_1957-07-16,SEASON_1956-07-16,9.74590063799735,16.658507331374658,15.050121056114442
51.0629,-0.3259,1952,SEASON_1952-04-16,SEASON_1952-07-16,SEASON_1951-07-16,9.720958694708052,15.971597213297073,15.085894312035782
51.379,1.1995,1923,SEASON_1923-04-16,SEASON_1923-07-16,SEASON_1922-07-16,8.67697673211864,15.920627985984481,14.8344036842519
50.6673,-1.1844,1923,SEASON_1923-04-16,SEASON_1923-07-16,SEASON_1922-07-16,8.889772964764035,15.993158720992742,14.7052296011092
51.263,-0.4431,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.63969736315,16.268397164445506,15.85442431981916
51.274,1.3374,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.693801163825592,16.212036058813418,15.743584885042402
51.3709,1.1278,1923,SEASON_1923-04-16,SEASON_1923-07-16,SEASON_1922-07-16,8.67697673211864,15.920627985984481,14.8344036842519
51.3107,-0.297,1938,SEASON_1938-04-16,SEASON_1938-07-16,SEASON_1937-07-16,9.280419927217842,16.195236458854133,16.691986370119242
51.255,-0.3086,1902,SEASON_1902-04-16,SEASON_1902-07-16,SEASON_1901-07-16,8.084167818279187,15.145879897722375,16.483385851413225
51.7457,-2.2178,1939,SEASON_1939-04-16,SEASON_1939-07-16,SEASON_1938-07-16,8.484907895807384,15.138855085989768,14.963065438903858
51.829,-0.2167,1957,SEASON_1957-04-16,SEASON_1957-07-16,SEASON_1956-07-16,9.162611638168041,15.969511666286524,14.131211450523557
51.8166,1.1199,1977,SEASON_1977-04-16,SEASON_1977-07-16,SEASON_1976-07-16,8.57246186982504,15.185041037784133,18.040606684932364
51.3093,-0.0559,1911,SEASON_1911-04-16,SEASON_1911-07-16,SEASON_1910-07-16,8.62727316546882,17.87576394325402,15.129687399236948
51.3569,-1.8495,1936,SEASON_1936-04-16,SEASON_1936-07-16,SEASON_1935-07-16,7.854261409593264,14.796743517099523,15.911730746393738
51.6428,-0.9312,1895,SEASON_1895-04-16,SEASON_1895-07-16,SEASON_1894-07-16,8.635689286738279,15.22960915520814,14.423946355563764
50.652,-1.9418,1964,SEASON_1964-04-16,SEASON_1964-07-16,SEASON_1963-07-16,8.818145658023841,15.781631316700715,15.056620226459525
50.8278,-0.6357,1968,SEASON_1968-04-16,SEASON_1968-07-16,SEASON_1967-07-16,8.136638599444531,15.284282703188326,15.570484569003506
50.8106,0.2386,1971,SEASON_1971-04-16,SEASON_1971-07-16,SEASON_1970-07-16,8.07698761780422,15.467440018231361,15.70455974863004
51.3901,0.2151,1971,SEASON_1971-04-16,SEASON_1971-07-16,SEASON_1970-07-16,7.8465837836379135,15.408165512262206,15.993036853978829
51.4265,0.1009,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,9.93257225488717,15.334119165985058,17.830404842734882
51.2869,-0.7526,1962,SEASON_1962-04-16,SEASON_1962-07-16,SEASON_1961-07-16,6.888268638913188,14.646372131015497,15.687204393069436
53.0465,-3.762,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,6.371755722353308,13.327343900161608,13.125430940733967
50.6144,-2.4576,1946,SEASON_1946-04-16,SEASON_1946-07-16,SEASON_1945-07-16,8.388150593087584,14.197200520678514,14.905214719914268
50.6679,-1.4753,1920,SEASON_1920-04-16,SEASON_1920-07-16,SEASON_1919-07-16,9.686380949380968,14.447329332064289,15.2367354945865
51.0895,-1.2168,1957,SEASON_1957-04-16,SEASON_1957-07-16,SEASON_1956-07-16,9.17181764116803,15.83545868160625,14.092794822238403
51.795,-1.8839,1931,SEASON_1931-04-16,SEASON_1931-07-16,SEASON_1930-07-16,7.080224909622449,14.250056214333627,15.073291725536304
50.9277,-4.5232,1939,SEASON_1939-04-16,SEASON_1939-07-16,SEASON_1938-07-16,8.48336699213426,14.542794850916202,13.882597973818324
52.614,0.8864,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,7.66408154134828,15.086485837020032,15.172300318153418
50.5219,-4.8234,1955,SEASON_1955-04-16,SEASON_1955-07-16,SEASON_1954-07-16,7.889423515480365,16.446612141208128,13.783021082852214
51.6556,-0.5162,1966,SEASON_1966-04-16,SEASON_1966-07-16,SEASON_1965-07-16,8.98718161389102,15.903112202111762,15.23456257598002
51.5755,0.0285,1948,SEASON_1948-04-16,SEASON_1948-07-16,SEASON_1947-07-16,10.682116697226885,16.08097003640084,18.664514508897355
51.9605,-0.3911,1943,SEASON_1943-04-16,SEASON_1943-07-16,SEASON_1942-07-16,9.855884334046856,15.827043948025464,15.756409961493805
50.6083,-1.9608,1961,SEASON_1961-04-16,SEASON_1961-07-16,SEASON_1960-07-16,9.942443241770812,15.620995779883037,15.56194419582902
51.3436,-1.1197,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,7.957402124971944,14.594811854264513,15.421195112316767
51.5967,-4.1699,1907,SEASON_1907-04-16,SEASON_1907-07-16,SEASON_1906-07-16,7.7633640750725625,13.17218454731061,14.343261609713721
51.2724,-0.4017,1929,SEASON_1929-04-16,SEASON_1929-07-16,SEASON_1928-07-16,8.385631597207718,15.85442431981916,15.95771708012941
50.9329,-0.6359,1929,SEASON_1929-04-16,SEASON_1929-07-16,SEASON_1928-07-16,7.990648898125483,15.313726307343986,15.56397680189728
51.479,-3.7052,1929,SEASON_1929-04-16,SEASON_1929-07-16,SEASON_1928-07-16,7.830348605817587,13.892232126792644,14.05647242953962
50.8739,0.0088,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,8.046050703142376,14.83431037163132,15.602377617700945
51.1915,-0.1131,1934,SEASON_1934-04-16,SEASON_1934-07-16,SEASON_1933-07-16,8.351191433216497,16.329380451169914,17.241539971435277
51.479,-3.7052,1931,SEASON_1931-04-16,SEASON_1931-07-16,SEASON_1930-07-16,7.160110712383409,13.911575024735466,14.612674203578427
50.9329,-0.6359,1927,SEASON_1927-04-16,SEASON_1927-07-16,SEASON_1926-07-16,9.316761633123663,15.014362072421996,15.79150464489965
51.0866,-0.1751,1927,SEASON_1927-04-16,SEASON_1927-07-16,SEASON_1926-07-16,9.13321823791134,14.833883902933634,15.605773892811788
51.8439,-2.6472,1925,SEASON_1925-04-16,SEASON_1925-07-16,SEASON_1924-07-16,7.979226693219,15.844986715986717,14.083384166599183
50.6083,-1.9608,1909,SEASON_1909-04-16,SEASON_1909-07-16,SEASON_1908-07-16,8.239565601189412,14.999666706231242,15.8318036981699
50.5941,-1.3186,1924,SEASON_1924-04-16,SEASON_1924-07-16,SEASON_1923-07-16,8.12595830882921,14.742226304432151,15.671385346001028
51.2392,-0.1699,1939,SEASON_1939-04-16,SEASON_1939-07-16,SEASON_1938-07-16,8.630262887831643,15.667074354937608,15.972168896123474
51.7831,-0.7339,1986,SEASON_1986-04-16,SEASON_1986-07-16,SEASON_1985-07-16,7.175480960077591,15.007993137253326,14.538270812500315
51.7358,-5.2964,1919,SEASON_1919-04-16,SEASON_1919-07-16,SEASON_1918-07-16,7.627080519772189,13.729303898348006,13.846056990272295
50.8646,0.2552,1941,SEASON_1941-04-16,SEASON_1941-07-16,SEASON_1940-07-16,7.0494466901446735,15.57469439783253,15.57407646553828
51.1819,0.9379,1932,SEASON_1932-04-16,SEASON_1932-07-16,SEASON_1931-07-16,7.321992626833695,15.971903992746343,15.135466394119852
50.964,-0.5304,1986,SEASON_1986-04-16,SEASON_1986-07-16,SEASON_1985-07-16,7.340285090797679,15.4824576989659,15.11882627065167
51.2376,0.7394,1929,SEASON_1929-04-16,SEASON_1929-07-16,SEASON_1928-07-16,7.755189631178031,15.51874625167764,15.804918305682854
50.6895,-2.3327,1985,SEASON_1985-04-16,SEASON_1985-07-16,SEASON_1984-07-16,8.309318415436234,14.704675489454202,16.17566296725001
50.964,-0.5304,1918,SEASON_1918-04-16,SEASON_1918-07-16,SEASON_1917-07-16,8.722931386409302,15.200584992517319,15.854220626668038
50.6752,-1.2949,1989,SEASON_1989-04-16,SEASON_1989-07-16,SEASON_1988-07-16,9.893119050425046,17.184131586809254,15.017041296522898
50.964,-0.5304,1989,SEASON_1989-04-16,SEASON_1989-07-16,SEASON_1988-07-16,9.82728527129146,17.098144180419506,15.115708088660082
51.2376,0.7394,1987,SEASON_1987-04-16,SEASON_1987-07-16,SEASON_1986-07-16,8.249389312956074,15.647057341771404,15.788927375121991
51.0814,1.1695,1967,SEASON_1967-04-16,SEASON_1967-07-16,SEASON_1966-07-16,8.58812788317103,15.78028568109287,15.315913552913655
51.2376,0.7394,1986,SEASON_1986-04-16,SEASON_1986-07-16,SEASON_1985-07-16,7.6455131912336585,15.788927375121991,15.419025642088155
50.8739,0.0088,1926,SEASON_1926-04-16,SEASON_1926-07-16,SEASON_1925-07-16,8.762062044971799,15.737339530915396,16.06440759293027
51.3193,0.0711,1916,SEASON_1916-04-16,SEASON_1916-07-16,SEASON_1915-07-16,8.279082963323154,14.723364525857495,15.401237129574481
50.9183,-0.4543,1930,SEASON_1930-04-16,SEASON_1930-07-16,SEASON_1929-07-16,8.488765243838793,16.001729080312494,15.432148349312872
51.1819,0.9379,1939,SEASON_1939-04-16,SEASON_1939-07-16,SEASON_1938-07-16,8.305529099270498,15.53915584199014,15.461985720061008
51.5177,0.1948,1893,SEASON_1893-04-16,SEASON_1893-07-16,SEASON_1892-07-16,10.150952056160943,16.81124369204173,14.846912150007794
51.3263,-0.1025,1889,SEASON_1889-04-16,SEASON_1889-07-16,SEASON_1888-07-16,8.165905161781431,15.438266671248593,14.091848861475953
51.3222,-0.205,1916,SEASON_1916-04-16,SEASON_1916-07-16,SEASON_1915-07-16,8.279082963323154,14.723364525857495,15.401237129574481
