Sp,Latitude,Longitude,Month,Year,Sex,Wing_Length,BroodFocalUse,Temp
Erynnis tages,51.513961,-1.206343,6,1885,undetermined,11.436,Summer_before,15.702
Erynnis tages,51.513961,-1.206343,6,1885,undetermined,12.047,Summer_before,15.702
Erynnis tages,51.808155,-1.287024,5,1886,undetermined,11.85,Summer_before,14.683
Erynnis tages,51.808155,-1.287024,5,1886,undetermined,12.535,Summer_before,14.683
Thymelicus sylvestris,51.2695,-0.373578,7,1887,male,13.011,Summer,16.26
Thymelicus sylvestris,50.664945,-2.338924,7,1887,female,13.456,Summer,15.992
Thymelicus sylvestris,50.664945,-2.338924,7,1887,male,12.662,Summer,15.992
Erynnis tages,51.2695,-0.373578,5,1888,undetermined,11.675,Summer_before,16.26
Pyrgus malvae,51.067775,-1.28873,5,1888,undetermined,11.62,Summer,14.095
Thymelicus sylvestris,52.671298,0.953194,7,1888,male,12.91,Summer,13.9
Thymelicus sylvestris,52.671298,0.953194,7,1888,male,12.379,Summer,13.9
Erynnis tages,51.827553,-2.119611,5,1890,undetermined,12.743,Summer_before,15.054
Erynnis tages,51.827553,-2.119611,5,1890,undetermined,13.172,Summer_before,15.054
Pyrgus malvae,51.067775,-1.28873,5,1890,undetermined,10.331,Summer,14.694
Pyrgus malvae,51.067775,-1.28873,5,1890,undetermined,11.66,Summer,14.694
Pyrgus malvae,51.067775,-1.28873,5,1890,undetermined,10.427,Summer,14.694
Thymelicus sylvestris,51.067775,-1.28873,8,1890,male,12.409,Summer,14.694
Thymelicus sylvestris,51.067775,-1.28873,8,1890,female,13.701,Summer,14.694
Thymelicus sylvestris,51.067775,-1.28873,8,1890,female,13.476,Summer,14.694
Thymelicus sylvestris,51.067775,-1.28873,8,1890,female,13.361,Summer,14.694
Pyrgus malvae,50.761012,-3.810213,5,1891,undetermined,11.117,Summer,14.378
Thymelicus sylvestris,50.664945,-2.338924,7,1891,male,12.542,Summer,14.756
Thymelicus sylvestris,50.664945,-2.338924,7,1891,female,12.403,Summer,14.756
Thymelicus sylvestris,51.067775,-1.28873,7,1891,female,12.671,Summer,14.994
Thymelicus sylvestris,51.067775,-1.28873,7,1891,male,12.862,Summer,14.994
Thymelicus sylvestris,50.664945,-2.338924,7,1891,male,12.847,Summer,14.756
Thymelicus sylvestris,51.067775,-1.28873,7,1891,female,12.509,Summer,14.994
Thymelicus sylvestris,50.664945,-2.338924,7,1891,male,13.193,Summer,14.756
Thymelicus sylvestris,50.664945,-2.338924,8,1891,female,13.919,Summer,14.756
Thymelicus sylvestris,51.067775,-1.28873,7,1891,male,11.893,Summer,14.994
Hesperia comma,51.808155,-1.287024,8,1892,male,12.434,Spring,6.937
Hesperia comma,50.664945,-2.338924,8,1892,male,14.093,Spring,7.566
Hesperia comma,50.664945,-2.338924,8,1892,female,14.635,Spring,7.566
Erynnis tages,51.2695,-0.373578,5,1893,undetermined,11.212,Summer_before,14.612
Pyrgus malvae,51.067775,-1.28873,4,1893,undetermined,11.029,Summer,16.795
Pyrgus malvae,51.067775,-1.28873,4,1893,undetermined,10.747,Summer,16.795
Pyrgus malvae,51.808155,-1.287024,4,1893,undetermined,11.162,Summer,16.333
Pyrgus malvae,51.811679,0.559814,5,1893,undetermined,11.172,Summer,16.564
Pyrgus malvae,51.2695,-0.373578,5,1895,undetermined,11.382,Summer,15.671
Hesperia comma,51.513961,-1.206343,8,1895,male,12.84,Spring,8.739
Hesperia comma,51.513961,-1.206343,8,1895,male,12.966,Spring,8.739
Hesperia comma,51.513961,-1.206343,8,1895,female,14.252,Spring,8.739
Hesperia comma,51.2695,-0.373578,8,1895,male,11.978,Spring,8.701
Hesperia comma,51.2695,-0.373578,8,1895,male,13.21,Spring,8.701
Hesperia comma,51.2695,-0.373578,8,1895,female,13.978,Spring,8.701
Hesperia comma,51.2695,-0.373578,8,1895,female,13.893,Spring,8.701
Hesperia comma,51.513961,-1.206343,8,1895,female,15.346,Spring,8.739
Hesperia comma,51.2695,-0.373578,8,1895,female,14.151,Spring,8.701
Hesperia comma,51.2695,-0.373578,8,1895,female,13.777,Spring,8.701
Hesperia comma,51.2695,-0.373578,8,1895,male,13.84,Spring,8.701
Pyrgus malvae,51.808155,-1.287024,5,1896,undetermined,11.051,Summer,15.557
Pyrgus malvae,51.808155,-1.287024,5,1896,undetermined,11.13,Summer,15.557
Pyrgus malvae,51.808155,-1.287024,5,1896,undetermined,11.411,Summer,15.557
Thymelicus sylvestris,50.761012,-3.810213,7,1896,male,12.794,Summer,15.508
Thymelicus sylvestris,51.808155,-1.287024,7,1896,male,12.334,Summer,15.557
Thymelicus sylvestris,51.808155,-1.287024,7,1896,female,13.492,Summer,15.557
Erynnis tages,50.836456,-0.534602,5,1897,undetermined,12.191,Summer_before,15.985
Erynnis tages,50.836456,-0.534602,5,1897,undetermined,12.302,Summer_before,15.985
Erynnis tages,50.836456,-0.534602,5,1897,undetermined,12.135,Summer_before,15.985
Pyrgus malvae,51.808155,-1.287024,5,1897,undetermined,12.198,Summer,15.674
Hesperia comma,51.513961,-1.206343,8,1897,male,12.199,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,14.302,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,13.63,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,13.516,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,12.432,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,female,15.053,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,12.837,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,13.073,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,14.063,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,13.069,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,female,15.226,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,13.707,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,14.61,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,male,13.602,Spring,7.935
Hesperia comma,51.513961,-1.206343,8,1897,female,15.638,Spring,7.935
Thymelicus sylvestris,50.761012,-3.810213,8,1897,female,14.038,Summer,15.828
Thymelicus sylvestris,51.808155,-1.287024,7,1897,male,12.42,Summer,15.674
Thymelicus sylvestris,51.808155,-1.287024,7,1897,male,12.974,Summer,15.674
Thymelicus sylvestris,51.808155,-1.287024,7,1897,female,12.582,Summer,15.674
Thymelicus sylvestris,51.808155,-1.287024,7,1897,female,13.442,Summer,15.674
Hesperia comma,51.2695,-0.373578,8,1898,female,15.422,Spring,7.821
Hesperia comma,51.2695,-0.373578,4,1898,female,13.414,Spring,7.821
Hesperia comma,51.2695,-0.373578,8,1898,female,13.507,Spring,7.821
Hesperia comma,51.2695,-0.373578,8,1898,female,14.184,Spring,7.821
Erynnis tages,51.067775,-1.28873,6,1899,undetermined,11.745,Summer_before,15.713
Erynnis tages,51.067775,-1.28873,6,1899,undetermined,12.536,Summer_before,15.713
Erynnis tages,51.067775,-1.28873,6,1899,undetermined,12.778,Summer_before,15.713
Thymelicus sylvestris,50.664945,-2.338924,7,1899,female,12.865,Summer,16.967
Thymelicus sylvestris,50.664945,-2.338924,7,1899,female,13.958,Summer,16.967
Thymelicus sylvestris,50.664945,-2.338924,7,1899,female,13.512,Summer,16.967
Erynnis tages,51.827269,-0.790141,5,1900,undetermined,12.35,Summer_before,16.948
Erynnis tages,51.827269,-0.790141,6,1900,undetermined,12.85,Summer_before,16.948
Erynnis tages,51.827269,-0.790141,5,1900,undetermined,12.366,Summer_before,16.948
Pyrgus malvae,51.808155,-1.287024,5,1900,undetermined,11.53,Summer,15.713
Pyrgus malvae,51.808155,-1.287024,5,1900,undetermined,11.561,Summer,15.713
Pyrgus malvae,51.2695,-0.373578,6,1900,undetermined,12.208,Summer,16.329
Hesperia comma,51.2695,-0.373578,8,1900,male,13.153,Spring,7.636
Thymelicus sylvestris,50.576067,-1.28074,7,1900,male,12.865,Summer,16.487
Thymelicus sylvestris,51.2695,-0.373578,8,1900,female,13.274,Summer,16.329
Erynnis tages,51.827269,-0.790141,5,1901,undetermined,12.821,Summer_before,16.017
Erynnis tages,51.827269,-0.790141,5,1901,undetermined,12.543,Summer_before,16.017
Erynnis tages,51.827269,-0.790141,5,1901,undetermined,11.808,Summer_before,16.017
Pyrgus malvae,51.808155,-1.287024,5,1901,undetermined,11.959,Summer,15.606
Pyrgus malvae,51.808155,-1.287024,5,1901,undetermined,11.225,Summer,15.606
Pyrgus malvae,51.067775,-1.28873,5,1901,undetermined,11.144,Summer,16.008
Pyrgus malvae,51.808155,-1.287024,5,1901,undetermined,11.766,Summer,15.606
Hesperia comma,51.2695,-0.373578,8,1901,female,13.803,Spring,7.889
Hesperia comma,51.2695,-0.373578,8,1901,male,13.053,Spring,7.889
Hesperia comma,51.2695,-0.373578,8,1901,female,13.816,Spring,7.889
Hesperia comma,51.2695,-0.373578,8,1901,male,12.204,Spring,7.889
Hesperia comma,51.2695,-0.373578,8,1901,male,13.087,Spring,7.889
Pyrgus malvae,51.808155,-1.287024,5,1902,undetermined,12.091,Summer,14.139
Thymelicus sylvestris,51.2695,-0.373578,7,1903,male,12.738,Summer,14.567
Hesperia comma,51.2695,-0.373578,8,1904,male,13.275,Spring,8.332
Hesperia comma,51.2695,-0.373578,8,1904,male,13.705,Spring,8.332
Hesperia comma,51.2695,-0.373578,8,1904,male,13.143,Spring,8.332
Hesperia comma,51.2695,-0.373578,8,1904,female,14.285,Spring,8.332
Hesperia comma,51.2695,-0.373578,8,1904,female,14.267,Spring,8.332
Hesperia comma,51.2695,-0.373578,8,1904,male,12.708,Spring,8.332
Hesperia comma,51.2695,-0.373578,8,1904,female,14.966,Spring,8.332
Hesperia comma,51.2695,-0.373578,8,1904,female,15.23,Spring,8.332
Thymelicus sylvestris,51.808155,-1.287024,7,1904,male,13.649,Summer,14.991
Thymelicus sylvestris,50.664945,-2.338924,8,1904,female,12.445,Summer,15.103
Erynnis tages,51.2695,-0.373578,5,1905,undetermined,12.791,Summer_before,15.878
Pyrgus malvae,50.761012,-3.810213,5,1905,undetermined,12.032,Summer,15.364
Pyrgus malvae,50.761012,-3.810213,5,1905,undetermined,10.134,Summer,15.364
Pyrgus malvae,51.2695,-0.373578,5,1905,undetermined,10.213,Summer,16.143
Thymelicus sylvestris,51.811679,0.559814,7,1905,female,13.147,Summer,16.383
Erynnis tages,51.827269,-0.790141,5,1906,undetermined,12.226,Summer_before,15.724
Pyrgus malvae,51.808155,-1.287024,5,1906,undetermined,11.811,Summer,15.492
Thymelicus sylvestris,51.811679,0.559814,7,1906,male,13.251,Summer,16.011
Erynnis tages,51.2695,-0.373578,5,1907,undetermined,11.411,Summer_before,15.939
Pyrgus malvae,51.2695,-0.373578,5,1907,undetermined,10.824,Summer,14.281
Erynnis tages,51.2695,-0.373578,5,1908,undetermined,11.623,Summer_before,14.281
Erynnis tages,51.2695,-0.373578,5,1908,undetermined,11.478,Summer_before,14.281
Erynnis tages,51.827269,-0.790141,5,1908,undetermined,12.568,Summer_before,13.917
Erynnis tages,51.2695,-0.373578,5,1909,undetermined,12.316,Summer_before,15.492
Erynnis tages,51.2695,-0.373578,5,1909,undetermined,12.416,Summer_before,15.492
Erynnis tages,51.2695,-0.373578,5,1909,undetermined,13.146,Summer_before,15.492
Thymelicus sylvestris,51.2695,-0.373578,7,1909,male,12.745,Summer,14.553
Thymelicus sylvestris,51.2695,-0.373578,7,1909,male,13.832,Summer,14.553
Thymelicus sylvestris,51.2695,-0.373578,7,1909,male,13.925,Summer,14.553
Thymelicus sylvestris,51.2695,-0.373578,7,1909,male,12.626,Summer,14.553
Erynnis tages,51.827269,-0.790141,5,1910,undetermined,12.857,Summer_before,14.248
Pyrgus malvae,50.406361,-4.827447,6,1910,undetermined,11.38,Summer,14.484
Pyrgus malvae,50.406361,-4.827447,6,1910,undetermined,10.414,Summer,14.484
Pyrgus malvae,51.513961,-1.206343,5,1910,undetermined,11.628,Summer,14.712
Thymelicus sylvestris,50.406361,-4.827447,7,1910,male,13.257,Summer,14.484
Thymelicus sylvestris,50.406361,-4.827447,7,1910,male,12.262,Summer,14.484
Thymelicus sylvestris,50.406361,-4.827447,7,1910,male,12.89,Summer,14.484
Thymelicus sylvestris,50.406361,-4.827447,7,1910,male,14.459,Summer,14.484
Pyrgus malvae,51.067775,-1.28873,5,1911,undetermined,10.228,Summer,17.465
Pyrgus malvae,51.808155,-1.287024,5,1911,undetermined,10.878,Summer,17.325
Pyrgus malvae,51.513961,-1.206343,5,1911,undetermined,10.864,Summer,17.353
Hesperia comma,51.2695,-0.373578,7,1911,male,14.596,Spring,8.59
Hesperia comma,51.2695,-0.373578,7,1911,male,12.754,Spring,8.59
Hesperia comma,51.2695,-0.373578,7,1911,female,14.198,Spring,8.59
Hesperia comma,51.2695,-0.373578,7,1911,male,12.649,Spring,8.59
Hesperia comma,51.2695,-0.373578,7,1911,female,15.241,Spring,8.59
Hesperia comma,51.2695,-0.373578,7,1911,female,14.636,Spring,8.59
Thymelicus sylvestris,50.406361,-4.827447,7,1911,male,13.504,Summer,16.456
Thymelicus sylvestris,51.827553,-2.119611,7,1911,male,12.582,Summer,17.274
Thymelicus sylvestris,51.2695,-0.373578,8,1912,female,13.284,Summer,14.783
Pyrgus malvae,51.067775,-1.28873,5,1913,undetermined,11.377,Summer,14.926
Pyrgus malvae,51.067775,-1.28873,5,1913,undetermined,11.434,Summer,14.926
Pyrgus malvae,51.067775,-1.28873,5,1913,undetermined,10.826,Summer,14.926
Thymelicus sylvestris,51.099254,-2.938838,7,1913,male,13.13,Summer,14.982
Thymelicus sylvestris,51.099254,-2.938838,7,1913,male,13.053,Summer,14.982
Thymelicus sylvestris,51.067775,-1.28873,7,1913,male,13.815,Summer,14.926
Thymelicus sylvestris,51.067775,-1.28873,7,1913,male,13.147,Summer,14.926
Thymelicus sylvestris,51.067775,-1.28873,7,1913,male,12.2,Summer,14.926
Pyrgus malvae,51.067775,-1.28873,5,1914,undetermined,11.711,Summer,15.718
Pyrgus malvae,51.067775,-1.28873,5,1914,undetermined,10.667,Summer,15.718
Pyrgus malvae,51.067775,-1.28873,5,1914,undetermined,11.67,Summer,15.718
Thymelicus sylvestris,50.664945,-2.338924,7,1914,female,12.744,Summer,15.368
Thymelicus sylvestris,51.2695,-0.373578,7,1914,male,12.131,Summer,15.94
Thymelicus sylvestris,51.513961,-1.206343,7,1914,male,12.557,Summer,15.508
Erynnis tages,51.827269,-0.790141,5,1915,undetermined,12.743,Summer_before,15.561
Pyrgus malvae,51.067775,-1.28873,5,1915,undetermined,11.289,Summer,15.026
Pyrgus malvae,51.067775,-1.28873,5,1915,undetermined,11.178,Summer,15.026
Erynnis tages,52.823455,-2.043632,6,1917,undetermined,11.814,Summer_before,13.926
Hesperia comma,51.829391,-0.218673,8,1917,female,15.361,Spring,7.102
Thymelicus sylvestris,51.827269,-0.790141,8,1917,female,12.974,Summer,15.657
Erynnis tages,51.2695,-0.373578,5,1918,undetermined,11.674,Summer_before,15.99
Erynnis tages,51.2695,-0.373578,6,1918,undetermined,12.346,Summer_before,15.99
Pyrgus malvae,50.761012,-3.810213,5,1918,undetermined,11.201,Summer,14.622
Pyrgus malvae,50.761012,-3.810213,5,1918,undetermined,10.621,Summer,14.622
Pyrgus malvae,52.23904,-2.16356,5,1918,undetermined,10.954,Summer,15.1
Thymelicus sylvestris,51.827269,-0.790141,7,1918,male,12.259,Summer,14.93
Thymelicus sylvestris,51.827269,-0.790141,7,1918,male,12.48,Summer,14.93
Thymelicus sylvestris,51.827269,-0.790141,7,1918,male,13.133,Summer,14.93
Thymelicus sylvestris,51.827269,-0.790141,7,1918,female,13.584,Summer,14.93
Thymelicus sylvestris,51.827269,-0.790141,7,1918,female,13.327,Summer,14.93
Erynnis tages,51.219673,0.73193,5,1919,undetermined,10.678,Summer_before,15.277
Pyrgus malvae,50.761012,-3.810213,5,1919,undetermined,11.155,Summer,14.65
Pyrgus malvae,50.761012,-3.810213,5,1919,undetermined,11.303,Summer,14.65
Pyrgus malvae,51.513961,-1.206343,6,1920,undetermined,11.19,Summer,13.958
Hesperia comma,51.829391,-0.218673,8,1920,male,12.779,Spring,9.441
Hesperia comma,51.829391,-0.218673,8,1920,male,12.76,Spring,9.441
Hesperia comma,51.829391,-0.218673,8,1920,male,11.972,Spring,9.441
Hesperia comma,51.829391,-0.218673,8,1920,male,11.944,Spring,9.441
Erynnis tages,51.548796,-0.273039,4,1921,undetermined,12.529,Summer_before,14.972
Pyrgus malvae,51.099254,-2.938838,5,1921,undetermined,10.203,Summer,16.352
Pyrgus malvae,51.099254,-2.938838,5,1922,undetermined,11.488,Summer,13.737
Erynnis tages,50.664945,-2.338924,6,1923,undetermined,11.275,Summer_before,13.746
Erynnis tages,50.664945,-2.338924,6,1923,undetermined,12.33,Summer_before,13.746
Pyrgus malvae,51.067775,-1.28873,5,1923,undetermined,11.639,Summer,15.459
Pyrgus malvae,51.067775,-1.28873,5,1923,undetermined,10.438,Summer,15.459
Thymelicus sylvestris,51.2695,-0.373578,8,1923,male,12.504,Summer,15.694
Pyrgus malvae,51.067775,-1.28873,5,1924,undetermined,11.12,Summer,14.548
Thymelicus sylvestris,51.808155,-1.287024,4,1924,male,13.34,Summer,14.299
Hesperia comma,51.513961,-1.206343,8,1929,male,13.655,Spring,7.852
Hesperia comma,51.513961,-1.206343,8,1929,female,13.969,Spring,7.852
Pyrgus malvae,52.338685,0.13237,5,1930,undetermined,11.526,Summer,15.809
Pyrgus malvae,52.338685,0.13237,6,1930,undetermined,12.001,Summer,15.809
Pyrgus malvae,52.338685,0.13237,5,1930,undetermined,11.238,Summer,15.809
Thymelicus sylvestris,51.2695,-0.373578,7,1930,female,13.52,Summer,15.985
Thymelicus sylvestris,51.2695,-0.373578,7,1930,male,13.494,Summer,15.985
Hesperia comma,51.067775,-1.28873,8,1936,female,14.774,Spring,8.451
Thymelicus sylvestris,51.827269,-0.790141,8,1936,male,12.501,Summer,15.299
Erynnis tages,51.829391,-0.218673,5,1938,undetermined,12.337,Summer_before,16.138
Erynnis tages,50.761012,-3.810213,5,1938,undetermined,12.04,Summer_before,15.049
Pyrgus malvae,51.829391,-0.218673,4,1938,undetermined,10.833,Summer,15.774
Pyrgus malvae,51.829391,-0.218673,5,1938,undetermined,10.674,Summer,15.774
Pyrgus malvae,51.829391,-0.218673,4,1938,undetermined,10.746,Summer,15.774
Hesperia comma,51.829391,-0.218673,8,1940,male,13.775,Spring,9.038
Hesperia comma,51.829391,-0.218673,8,1940,male,14.25,Spring,9.038
Hesperia comma,51.829391,-0.218673,8,1940,female,14.78,Spring,9.038
Hesperia comma,51.829391,-0.218673,8,1940,female,14.207,Spring,9.038
Pyrgus malvae,50.761012,-3.810213,6,1941,undetermined,11.669,Summer,14.736
Erynnis tages,51.219673,0.73193,6,1942,undetermined,11.869,Summer_before,15.983
Thymelicus sylvestris,51.219673,0.73193,7,1945,female,13.203,Summer,16.141
Pyrgus malvae,50.840232,0.279193,6,1946,undetermined,11.085,Summer,14.783
Erynnis tages,51.829391,-0.218673,5,1947,undetermined,12.408,Summer_before,14.986
Erynnis tages,51.067775,-1.28873,5,1947,undetermined,12.528,Summer_before,14.756
Erynnis tages,51.219673,0.73193,5,1947,undetermined,12.811,Summer_before,15.104
Erynnis tages,51.219673,0.73193,5,1947,undetermined,12.233,Summer_before,15.104
Thymelicus sylvestris,51.829391,-0.218673,6,1947,male,12.944,Summer,17.5
Thymelicus sylvestris,51.811679,0.559814,7,1947,female,14.758,Summer,17.727
Thymelicus sylvestris,51.829391,-0.218673,6,1947,male,12.568,Summer,17.5
Erynnis tages,51.219673,0.73193,5,1948,undetermined,11.661,Summer_before,17.607
Erynnis tages,51.548796,-0.273039,5,1948,undetermined,11.436,Summer_before,18.305
Erynnis tages,51.219673,0.73193,5,1948,undetermined,12.232,Summer_before,17.607
Pyrgus malvae,51.219673,0.73193,5,1948,undetermined,12.037,Summer,15.236
Pyrgus malvae,51.548796,-0.273039,5,1948,undetermined,10.424,Summer,15.73
Hesperia comma,50.840232,0.279193,8,1948,male,13.107,Spring,9.776
Thymelicus sylvestris,51.219673,0.73193,7,1948,female,13.484,Summer,15.236
Thymelicus sylvestris,50.836456,-0.534602,6,1948,male,12.956,Summer,15.198
Pyrgus malvae,50.761012,-3.810213,4,1949,undetermined,11.479,Summer,15.844
Pyrgus malvae,51.2695,-0.373578,5,1949,undetermined,10.907,Summer,16.919
Pyrgus malvae,51.219673,0.73193,6,1949,undetermined,11.688,Summer,16.53
Thymelicus sylvestris,51.829391,-0.218673,7,1949,male,11.996,Summer,16.673
Erynnis tages,55.199301,-3.472694,6,1951,undetermined,12.528,Summer_before,13.216
Hesperia comma,51.2695,-0.373578,8,1951,male,14.063,Spring,7.431
Hesperia comma,51.219673,0.73193,8,1951,female,14.504,Spring,7.505
Thymelicus sylvestris,51.2695,-0.373578,7,1951,male,12.434,Summer,15.466
Thymelicus sylvestris,50.761012,-3.810213,7,1952,male,12.242,Summer,15.002
Hesperia comma,51.2695,-0.373578,8,1953,female,13.993,Spring,8.846
Hesperia comma,51.219673,0.73193,8,1953,male,14.336,Spring,8.617
Pyrgus malvae,51.067775,-1.28873,5,1954,undetermined,11.892,Summer,14.244
Pyrgus malvae,51.067775,-1.28873,5,1954,undetermined,10.67,Summer,14.244
Hesperia comma,51.219673,0.73193,8,1954,male,14.2,Spring,8.42
Thymelicus sylvestris,50.840232,0.279193,7,1954,male,13.039,Summer,14.431
Erynnis tages,51.067775,-1.28873,6,1957,undetermined,12.5,Summer_before,14.466
Erynnis tages,51.808155,-1.287024,6,1957,undetermined,10.71,Summer_before,14.103
Erynnis tages,51.513961,-1.206343,6,1958,undetermined,12.973,Summer_before,15.965
Erynnis tages,51.513961,-1.206343,6,1958,undetermined,11.899,Summer_before,15.965
Erynnis tages,51.808155,-1.287024,6,1958,undetermined,11.568,Summer_before,15.781
Hesperia comma,51.2695,-0.373578,8,1958,male,13.269,Spring,7.656
Hesperia comma,51.2695,-0.373578,7,1960,female,14.075,Spring,9.398
Erynnis tages,51.067775,-1.28873,5,1962,undetermined,12.765,Summer_before,15.461
Erynnis tages,51.067775,-1.28873,5,1962,undetermined,13.029,Summer_before,15.461
Erynnis tages,51.067775,-1.28873,5,1962,undetermined,12.485,Summer_before,15.461
Pyrgus malvae,50.840232,0.279193,6,1963,undetermined,11.403,Summer,14.863
Erynnis tages,50.576067,-1.28074,5,1964,undetermined,11.673,Summer_before,15.148
Erynnis tages,51.2695,-0.373578,6,1964,undetermined,11.651,Summer_before,14.992
Erynnis tages,50.576067,-1.28074,5,1964,undetermined,12.6,Summer_before,15.148
Hesperia comma,51.2695,-0.373578,7,1964,male,13.621,Spring,8.763
Thymelicus sylvestris,51.067775,-1.28873,7,1964,female,12.163,Summer,15.587
Erynnis tages,51.067775,-1.28873,5,1965,undetermined,11.855,Summer_before,15.587
Erynnis tages,51.067775,-1.28873,5,1965,undetermined,11.835,Summer_before,15.587
Erynnis tages,51.2695,-0.373578,5,1965,undetermined,12.517,Summer_before,15.818
Pyrgus malvae,51.2695,-0.373578,5,1965,undetermined,11.515,Summer,14.699
Pyrgus malvae,51.067775,-1.28873,5,1965,undetermined,11.011,Summer,14.505
Pyrgus malvae,51.067775,-1.28873,6,1965,undetermined,10.878,Summer,14.505
Hesperia comma,51.827269,-0.790141,8,1965,male,13.511,Spring,8.212
Hesperia comma,51.827269,-0.790141,8,1965,female,15.112,Spring,8.212
Hesperia comma,51.827269,-0.790141,8,1966,male,13.845,Spring,8.117
Hesperia comma,51.827269,-0.790141,8,1966,male,14.542,Spring,8.117
Erynnis tages,51.067775,-1.28873,5,1967,undetermined,11.968,Summer_before,15.213
Pyrgus malvae,51.2695,-0.373578,5,1967,undetermined,11.852,Summer,15.946
Thymelicus sylvestris,51.067775,-1.28873,7,1967,female,14.3,Summer,15.651
Thymelicus sylvestris,51.067775,-1.28873,7,1967,female,13.54,Summer,15.651
Thymelicus sylvestris,51.067775,-1.28873,7,1967,female,14.228,Summer,15.651
Pyrgus malvae,51.067775,-1.28873,5,1968,undetermined,11.24,Summer,15.29
Hesperia comma,51.2695,-0.373578,8,1968,male,12.93,Spring,8.329
Erynnis tages,51.808155,-1.287024,6,1969,undetermined,11.094,Summer_before,14.995
Pyrgus malvae,51.067775,-1.28873,5,1969,undetermined,11.297,Summer,15.924
Hesperia comma,51.2695,-0.373578,8,1970,female,15.21,Spring,7.867
Thymelicus sylvestris,50.836456,-0.534602,6,1970,male,12.878,Summer,15.88
Thymelicus sylvestris,50.836456,-0.534602,6,1970,male,13.034,Summer,15.88
Erynnis tages,51.067775,-1.28873,5,1971,undetermined,12.966,Summer_before,15.952
Erynnis tages,51.067775,-1.28873,5,1971,undetermined,12.129,Summer_before,15.952
Erynnis tages,51.067775,-1.28873,5,1971,undetermined,12.55,Summer_before,15.952
Pyrgus malvae,51.067775,-1.28873,5,1971,undetermined,11.664,Summer,15.501
Hesperia comma,51.067775,-1.28873,9,1971,female,14.925,Spring,8.118
Thymelicus sylvestris,51.067775,-1.28873,7,1971,male,12.441,Summer,15.501
Erynnis tages,51.297115,-1.944608,7,1972,undetermined,11.901,Summer_before,15.043
Pyrgus malvae,51.219673,0.73193,5,1972,undetermined,11.09,Summer,14.601
Pyrgus malvae,51.827553,-2.119611,6,1972,undetermined,11.145,Summer,14.058
Pyrgus malvae,51.827553,-2.119611,6,1972,undetermined,11.813,Summer,14.058
Hesperia comma,51.067775,-1.28873,8,1972,male,13.244,Spring,8.734
Hesperia comma,51.067775,-1.28873,8,1972,male,13.054,Spring,8.734
Hesperia comma,51.067775,-1.28873,8,1972,female,15.479,Spring,8.734
Hesperia comma,51.067775,-1.28873,8,1972,male,13.103,Spring,8.734
Hesperia comma,51.067775,-1.28873,8,1972,male,13.639,Spring,8.734
Hesperia comma,51.827269,-0.790141,8,1972,male,13.077,Spring,8.383
Hesperia comma,51.827269,-0.790141,8,1972,male,12.79,Spring,8.383
Thymelicus sylvestris,51.513961,-1.206343,7,1972,male,12.735,Summer,14.169
Pyrgus malvae,51.067775,-1.28873,5,1973,undetermined,11.566,Summer,16.034
Pyrgus malvae,51.827553,-2.119611,6,1973,undetermined,10.53,Summer,15.689
Pyrgus malvae,51.827553,-2.119611,6,1973,undetermined,11.526,Summer,15.689
Thymelicus sylvestris,51.067775,-1.28873,8,1973,female,14.291,Summer,16.034
Erynnis tages,51.808155,-1.287024,6,1975,undetermined,11.656,Summer_before,14.517
Erynnis tages,51.808155,-1.287024,6,1975,undetermined,12.442,Summer_before,14.517
Hesperia comma,51.2695,-0.373578,8,1975,female,14.463,Spring,7.776
Erynnis tages,51.067775,-1.28873,5,1976,undetermined,11.567,Summer_before,16.914
Erynnis tages,51.827269,-0.790141,6,1976,undetermined,13.084,Summer_before,16.878
Erynnis tages,51.827269,-0.790141,6,1976,undetermined,13.126,Summer_before,16.878
Pyrgus malvae,51.067775,-1.28873,5,1976,undetermined,11.864,Summer,18.036
Thymelicus sylvestris,51.067775,-1.28873,7,1976,male,12.832,Summer,18.036
Pyrgus malvae,51.808155,-1.287024,6,1977,undetermined,10.939,Summer,14.172
Hesperia comma,51.067775,-1.28873,8,1977,male,12.141,Spring,8.403
Hesperia comma,51.067775,-1.28873,8,1977,male,13.855,Spring,8.403
Thymelicus sylvestris,51.808155,-1.287024,8,1977,male,13.498,Summer,14.172
Thymelicus sylvestris,51.297115,-1.944608,8,1978,female,13.355,Summer,14.333
Thymelicus sylvestris,51.297115,-1.944608,8,1978,female,12.136,Summer,14.333
