Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,T_August,T_July,T_June,T_May,T_April,T_March,T_SeptBefore,T_AugustBefore,T_JulyBefore,T_JuneBefore
23,Aricia agestis,Kent,UA,6,1906,NA,13.319,59.924,1.389,5.673,17.152807,16.299332,13.369309,10.891127,6.957019,4.71954,13.178392,15.616786,17.876991,14.84593
29,Cupido minimus,Buckinghamshire,VC,6,1906,male,11.545,48.832,0.97,4.596,17.236553,16.168537,13.706278,10.586218,6.97344,4.760283,12.408498,14.788069,17.762293,14.584011
52,Cupido minimus,Buckinghamshire,VC,6,1906,male,11.151,42.346,1.007,4.14,17.236553,16.168537,13.706278,10.586218,6.97344,4.760283,12.408498,14.788069,17.762293,14.584011
32,Lycaena phlaeas,Buckinghamshire,VC,8,1906,NA,14.557,84.365,1.613,5.154,17.236553,16.168537,13.706278,10.586218,6.97344,4.760283,12.408498,14.788069,17.762293,14.584011
76,Celastrina argiolus,Surrey,VC,7,1907,male,15.839,102.538,2.172,4.164,15.148057,14.499305,13.158772,11.03394,7.76296,6.136544,14.354522,17.328424,16.564415,13.853416
50,Favonius quercus,Surrey,VC,7,1907,male,17.005,127.682,1.852,5.391,15.148057,14.499305,13.158772,11.03394,7.76296,6.136544,14.354522,17.328424,16.564415,13.853416
71,Cupido minimus,Surrey,VC,6,1907,male,11.203,49.32,1.057,4.425,15.148057,14.499305,13.158772,11.03394,7.76296,6.136544,14.354522,17.328424,16.564415,13.853416
73,Cupido minimus,Surrey,VC,6,1907,male,10.663,43.871,1.106,4.08,15.148057,14.499305,13.158772,11.03394,7.76296,6.136544,14.354522,17.328424,16.564415,13.853416
31,Lycaena phlaeas,Buckinghamshire,VC,9,1907,NA,13.709,72.649,1.383,4.296,14.764187,14.074471,12.877606,10.818542,7.684153,6.020163,14.060507,17.236553,16.168537,13.706278
40,Lycaena phlaeas,Buckinghamshire,VC,9,1907,NA,13.471,70.523,1.697,3.605,14.764187,14.074471,12.877606,10.818542,7.684153,6.020163,14.060507,17.236553,16.168537,13.706278
62,Cupido minimus,Gloucestershire,UA,6,1908,female,10.925,46.781,1.123,4.161,14.688405,16.089199,13.98216,12.229749,5.717215,3.860117,13.616554,14.418714,14.139577,12.350095
100,Lycaena phlaeas,Dumfriesshire,VC,8,1908,NA,13.289,64.914,1.397,5.24,12.51161,13.459888,12.401919,10.174416,4.526038,2.484621,11.419704,11.668904,13.027508,10.330606
101,Lycaena phlaeas,Dumfriesshire,VC,8,1908,NA,14.269,76.865,1.726,4.541,12.51161,13.459888,12.401919,10.174416,4.526038,2.484621,11.419704,11.668904,13.027508,10.330606
20,Aricia agestis,Buckinghamshire,VC,8,1909,NA,12.864,59.062,1.31,4.047,15.867161,14.998348,11.798472,10.719602,8.752056,3.347556,12.689919,14.763743,16.130074,14.568639
30,Aricia agestis,Buckinghamshire,VC,8,1909,NA,12.86,61.762,1.349,4.425,15.867161,14.998348,11.798472,10.719602,8.752056,3.347556,12.689919,14.763743,16.130074,14.568639
41,Aricia agestis,Buckinghamshire,VC,8,1909,NA,13.801,69.852,1.409,5.044,15.867161,14.998348,11.798472,10.719602,8.752056,3.347556,12.689919,14.763743,16.130074,14.568639
45,Favonius quercus,Surrey,VC,7,1909,male,17.378,123.625,2.07,5.301,16.239874,15.231488,12.109821,10.894188,8.788184,3.496618,12.899847,15.187119,16.333244,14.938908
46,Favonius quercus,Surrey,VC,7,1909,female,15.5,95.576,2.071,5.505,16.239874,15.231488,12.109821,10.894188,8.788184,3.496618,12.899847,15.187119,16.333244,14.938908
47,Favonius quercus,Surrey,VC,7,1909,female,16.461,109.467,2.208,5.555,16.239874,15.231488,12.109821,10.894188,8.788184,3.496618,12.899847,15.187119,16.333244,14.938908
51,Favonius quercus,Surrey,VC,7,1909,male,15.782,104.508,1.865,5.595,16.239874,15.231488,12.109821,10.894188,8.788184,3.496618,12.899847,15.187119,16.333244,14.938908
70,Cupido minimus,Surrey,VC,6,1909,male,11.461,47.329,1.04,4.641,16.239874,15.231488,12.109821,10.894188,8.788184,3.496618,12.899847,15.187119,16.333244,14.938908
39,Aricia agestis,Buckinghamshire,VC,6,1910,NA,12.476,55.023,1.311,5.404,15.381995,14.271595,15.084893,11.309546,7.451611,5.409842,12.021548,15.867161,14.998348,11.798472
78,Celastrina argiolus,Surrey,VC,8,1910,female,15.566,101.729,1.81,5.353,15.561854,14.453274,15.225051,11.558672,7.658746,5.745409,12.356268,16.239874,15.231488,12.109821
19,Cupido minimus,Buckinghamshire,VC,6,1910,female,12.064,57.396,1.196,4.652,15.381995,14.271595,15.084893,11.309546,7.451611,5.409842,12.021548,15.867161,14.998348,11.798472
66,Cupido minimus,Hampshire,UA,5,1910,female,10.219,40.476,1.222,3.913,15.354117,14.430663,14.859321,11.576773,7.590601,5.850897,12.426907,16.177294,15.127866,12.110047
67,Cupido minimus,Hampshire,UA,5,1910,male,10.777,46.388,0.925,4.427,15.354117,14.430663,14.859321,11.576773,7.590601,5.850897,12.426907,16.177294,15.127866,12.110047
9,Polyommatus bellargus,Dorset,VC,8,1911,female,14.269,77.684,1.693,4.87,18.433018,18.261503,14.615474,12.891796,7.034191,5.305301,13.034533,15.113062,14.246223,14.304415
45,Aricia agestis,Berkshire,VC,6,1911,NA,13.003,63.258,1.37,5.673,18.759027,18.622229,14.586338,12.705098,7.277788,4.962555,12.603793,15.183425,14.154004,14.802117
51,Polyommatus icarus,Surrey,VC,8,1911,male,10.701,44.135,1.027,4.149,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
74,Celastrina argiolus,Surrey,VC,4,1911,male,14.583,89.378,1.5,4.836,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
75,Celastrina argiolus,Surrey,VC,5,1911,female,13.186,68.963,1.501,4.681,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
48,Favonius quercus,Surrey,VC,7,1911,female,15.953,106.614,2.594,4.686,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
49,Favonius quercus,Surrey,VC,7,1911,male,18.179,140.721,2.049,5.551,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
52,Favonius quercus,Surrey,VC,7,1911,male,17.248,132.208,2.343,5.486,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
53,Favonius quercus,Surrey,VC,7,1911,female,15.265,101.915,2.32,4.372,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
74,Cupido minimus,Surrey,VC,7,1911,male,10.02,38.175,0.892,3.715,19.162573,18.97801,14.934982,13.043662,7.381518,5.310661,12.933238,15.561854,14.453274,15.225051
102,Lycaena phlaeas,Fife,UA,8,1911,NA,13.958,78.302,1.85,5.078,15.225532,15.464611,12.822124,10.937492,6.695744,3.845384,11.601596,13.563377,12.828068,12.209919
43,Polyommatus icarus,Surrey,VC,8,1912,male,14.925,91.999,1.74,6.372,13.445974,16.777315,14.108047,12.763487,9.000765,7.561687,15.015091,19.162573,18.97801,14.934982
45,Polyommatus icarus,Surrey,VC,8,1912,male,14.486,84.142,1.803,5.138,13.445974,16.777315,14.108047,12.763487,9.000765,7.561687,15.015091,19.162573,18.97801,14.934982
46,Polyommatus icarus,Surrey,VC,8,1912,female,14.361,83.525,1.784,4.486,13.445974,16.777315,14.108047,12.763487,9.000765,7.561687,15.015091,19.162573,18.97801,14.934982
47,Polyommatus icarus,Surrey,VC,8,1912,female,13.846,79.333,1.53,4.485,13.445974,16.777315,14.108047,12.763487,9.000765,7.561687,15.015091,19.162573,18.97801,14.934982
48,Polyommatus icarus,Surrey,VC,8,1912,male,14.481,81.857,1.352,5.197,13.445974,16.777315,14.108047,12.763487,9.000765,7.561687,15.015091,19.162573,18.97801,14.934982
6,Celastrina argiolus,Buckinghamshire,VC,5,1912,female,14.903,90.976,1.23,4.283,12.999746,16.219507,13.78813,12.540349,8.627782,7.141148,14.62045,18.918381,18.817522,14.750051
7,Celastrina argiolus,Buckinghamshire,VC,5,1912,female,13.873,75.955,1.276,4.473,12.999746,16.219507,13.78813,12.540349,8.627782,7.141148,14.62045,18.918381,18.817522,14.750051
69,Celastrina argiolus,Oxfordshire,VC,4,1912,male,14.672,82.317,1.501,5.172,12.78851,15.91253,13.560607,12.229065,8.500872,7.001628,14.373113,18.720158,18.66054,14.501615
18,Favonius quercus,Hampshire,UA,7,1912,female,15.833,107.501,1.684,4.599,13.225518,16.410358,13.837673,12.590552,8.956511,7.477131,14.781033,18.834934,18.694206,14.778349
21,Favonius quercus,Hampshire,UA,7,1912,male,15.892,107.32,1.866,5.255,13.225518,16.410358,13.837673,12.590552,8.956511,7.477131,14.781033,18.834934,18.694206,14.778349
22,Favonius quercus,Hampshire,UA,7,1912,male,13.546,81.124,1.638,5.165,13.225518,16.410358,13.837673,12.590552,8.956511,7.477131,14.781033,18.834934,18.694206,14.778349
72,Cupido minimus,Surrey,VC,7,1912,female,10.342,41.236,1.024,3.187,13.445974,16.777315,14.108047,12.763487,9.000765,7.561687,15.015091,19.162573,18.97801,14.934982
25,Lycaena phlaeas,West Sussex,VC,6,1912,NA,14.52,85.528,1.467,6.6,13.396096,16.656244,13.908113,12.505337,9.067022,7.586015,14.887885,18.805784,18.489626,14.734223
33,Lycaena phlaeas,Buckinghamshire,VC,5,1912,NA,15.621,93.655,2.074,3.625,12.999746,16.219507,13.78813,12.540349,8.627782,7.141148,14.62045,18.918381,18.817522,14.750051
19,Aricia agestis,Buckinghamshire,VC,8,1913,NA,13.102,63.974,1.27,4.647,15.299367,14.382609,14.211691,11.74414,7.634715,6.177075,10.8287,12.999746,16.219507,13.78813
32,Aricia agestis,Bedfordshire,VC,5,1913,NA,13.366,68.318,1.708,4.702,15.42225,14.360406,14.357577,11.974571,7.691643,6.298417,11.113485,13.303006,16.485975,14.026581
33,Aricia agestis,Buckinghamshire,VC,8,1913,NA,12.352,55.152,1.052,5.512,15.299367,14.382609,14.211691,11.74414,7.634715,6.177075,10.8287,12.999746,16.219507,13.78813
5,Celastrina argiolus,Buckinghamshire,VC,8,1913,male,16.538,113.062,1.358,6.452,15.299367,14.382609,14.211691,11.74414,7.634715,6.177075,10.8287,12.999746,16.219507,13.78813
9,Celastrina argiolus,Buckinghamshire,VC,8,1913,male,17.595,118.813,1.293,6.826,15.299367,14.382609,14.211691,11.74414,7.634715,6.177075,10.8287,12.999746,16.219507,13.78813
10,Celastrina argiolus,Buckinghamshire,VC,8,1913,male,15.233,93.065,1.296,5.661,15.299367,14.382609,14.211691,11.74414,7.634715,6.177075,10.8287,12.999746,16.219507,13.78813
12,Celastrina argiolus,Buckinghamshire,VC,8,1913,female,15.7,101.125,1.463,5.851,15.299367,14.382609,14.211691,11.74414,7.634715,6.177075,10.8287,12.999746,16.219507,13.78813
12,Lycaena phlaeas,North-east Yorkshire,VC,9,1913,NA,12.775,67.027,1.362,3.793,13.979572,13.20103,13.066572,10.248658,6.730565,4.688549,10.371128,12.206031,14.382474,12.96302
42,Lycaena phlaeas,Buckinghamshire,VC,8,1913,NA,13.527,71.119,1.551,4.569,15.299367,14.382609,14.211691,11.74414,7.634715,6.177075,10.8287,12.999746,16.219507,13.78813
40,Polyommatus icarus,Berkshire,VC,7,1914,female,16.235,96.692,1.829,5.098,16.200783,15.798561,14.493061,10.769389,9.402331,5.956259,14.017854,15.370333,14.619877,14.143204
49,Polyommatus icarus,Surrey,VC,7,1914,male,15.147,83.787,1.342,4.736,16.693165,16.337666,14.749451,11.269874,9.687234,6.222801,14.339367,15.587971,14.779836,14.499215
52,Polyommatus icarus,Surrey,VC,7,1914,male,15.545,89.62,1.385,6.265,16.693165,16.337666,14.749451,11.269874,9.687234,6.222801,14.339367,15.587971,14.779836,14.499215
58,Polyommatus icarus,Buckinghamshire,VC,8,1914,male,14.751,77.207,1.823,5.846,16.263008,15.995098,14.387007,10.641096,9.36838,5.8636,14.043498,15.299367,14.382609,14.211691
11,Celastrina argiolus,Buckinghamshire,VC,5,1914,female,13.887,76.015,1.336,5.279,16.263008,15.995098,14.387007,10.641096,9.36838,5.8636,14.043498,15.299367,14.382609,14.211691
40,Cupido minimus,Buckinghamshire,VC,5,1914,male,12.489,57.417,1.196,4.94,16.263008,15.995098,14.387007,10.641096,9.36838,5.8636,14.043498,15.299367,14.382609,14.211691
50,Cupido minimus,Buckinghamshire,VC,6,1914,male,12.136,56.31,1.177,4.654,16.263008,15.995098,14.387007,10.641096,9.36838,5.8636,14.043498,15.299367,14.382609,14.211691
56,Cupido minimus,Buckinghamshire,VC,5,1914,female,12.081,57.588,1.255,4.013,16.263008,15.995098,14.387007,10.641096,9.36838,5.8636,14.043498,15.299367,14.382609,14.211691
61,Cupido minimus,Buckinghamshire,VC,5,1914,male,11.335,49.467,1.139,4.129,16.263008,15.995098,14.387007,10.641096,9.36838,5.8636,14.043498,15.299367,14.382609,14.211691
34,Polyommatus bellargus,Kent,UA,8,1915,female,16.333,104.2,2.031,4.643,15.902612,15.348234,14.023661,11.109922,7.510829,5.052175,13.993169,16.834015,16.489117,14.424227
43,Polyommatus bellargus,Kent,UA,8,1915,female,16.563,98.725,2.213,5.716,15.902612,15.348234,14.023661,11.109922,7.510829,5.052175,13.993169,16.834015,16.489117,14.424227
46,Polyommatus bellargus,Kent,UA,8,1915,male,15.893,97.21,1.69,4.995,15.902612,15.348234,14.023661,11.109922,7.510829,5.052175,13.993169,16.834015,16.489117,14.424227
3,Polyommatus icarus,Hampshire,UA,8,1915,male,14.718,80.786,1.434,5.716,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
11,Polyommatus icarus,Hampshire,UA,8,1915,male,15.875,92.92,1.446,6.54,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
13,Polyommatus icarus,Hampshire,UA,8,1915,female,13.737,72.333,1.488,4.066,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
50,Polyommatus icarus,Surrey,VC,8,1915,female,14.516,85.847,2.137,4.484,15.946736,15.294593,14.519001,11.721205,7.667779,4.944636,13.765836,16.693165,16.337666,14.749451
68,Celastrina argiolus,Berkshire,VC,8,1915,male,15.512,94.879,1.448,6.854,15.56158,14.730865,14.327087,11.253286,7.432616,4.752409,13.262404,16.200783,15.798561,14.493061
19,Favonius quercus,Hampshire,UA,7,1915,female,16.273,115.607,2.161,5.143,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
20,Favonius quercus,Hampshire,UA,7,1915,female,15.385,104.532,2.139,5.528,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
25,Favonius quercus,Hampshire,UA,7,1915,male,16.729,120.707,1.937,5.484,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
26,Favonius quercus,Hampshire,UA,7,1915,male,15.896,106.508,1.706,4.914,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
27,Favonius quercus,Hampshire,UA,7,1915,female,16.916,123.299,2.048,5.62,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
28,Favonius quercus,Hampshire,UA,7,1915,female,15.035,102.361,1.979,4.14,15.823531,14.941028,14.290237,11.768007,7.769198,5.036359,13.665808,16.465178,15.914667,14.743006
6,Lycaena phlaeas,Cambridgeshire,VC,8,1915,NA,14.563,82.399,1.342,5.197,15.682343,15.21968,14.434216,10.949598,7.507026,5.078781,13.816715,16.775101,16.543089,14.490377
47,Polyommatus bellargus,Kent,UA,8,1916,male,16.26,99.651,1.491,6.014,16.75791,14.962256,11.918368,12.33662,8.615662,4.24736,13.638767,15.902612,15.348234,14.023661
48,Polyommatus bellargus,Kent,UA,8,1916,male,14.394,76.477,1.344,5.173,16.75791,14.962256,11.918368,12.33662,8.615662,4.24736,13.638767,15.902612,15.348234,14.023661
67,Celastrina argiolus,Oxfordshire,VC,4,1916,female,12.835,67.366,1.707,4.81,16.478895,15.026842,11.241765,11.552959,8.093822,3.092213,13.085657,15.489083,14.553535,14.22709
75,Cupido minimus,Hampshire,UA,7,1916,female,10.454,44.519,1.354,3.947,16.870134,15.469053,11.733597,12.110766,8.570938,3.732682,13.511703,15.823531,14.941028,14.290237
76,Cupido minimus,Hampshire,UA,7,1916,male,10.263,44.579,1.057,4.178,16.870134,15.469053,11.733597,12.110766,8.570938,3.732682,13.511703,15.823531,14.941028,14.290237
37,Polyommatus bellargus,Isle of Wight,VC,8,1917,female,14.648,81.932,1.781,6.155,16.040833,16.178247,15.582116,12.817058,6.253465,3.998217,14.336797,17.428617,15.927235,12.375178
42,Polyommatus bellargus,Isle of Wight,VC,8,1917,male,15.674,91.637,1.839,5.591,16.040833,16.178247,15.582116,12.817058,6.253465,3.998217,14.336797,17.428617,15.927235,12.375178
44,Polyommatus bellargus,Isle of Wight,VC,8,1917,male,15.601,92.467,1.74,5.442,16.040833,16.178247,15.582116,12.817058,6.253465,3.998217,14.336797,17.428617,15.927235,12.375178
4,Celastrina argiolus,Buckinghamshire,VC,8,1917,male,15.826,102.736,1.314,6.257,15.44187,15.887668,15.640196,13.22946,5.056737,2.644572,12.681937,16.523792,15.007832,11.34462
21,Cupido minimus,Buckinghamshire,VC,6,1917,male,12.062,53.134,1.215,4.957,15.44187,15.887668,15.640196,13.22946,5.056737,2.644572,12.681937,16.523792,15.007832,11.34462
28,Cupido minimus,Buckinghamshire,VC,6,1917,female,10.825,45.348,1.197,3.949,15.44187,15.887668,15.640196,13.22946,5.056737,2.644572,12.681937,16.523792,15.007832,11.34462
30,Cupido minimus,Buckinghamshire,VC,6,1917,male,11.802,52.771,1.139,4.405,15.44187,15.887668,15.640196,13.22946,5.056737,2.644572,12.681937,16.523792,15.007832,11.34462
31,Cupido minimus,Buckinghamshire,VC,6,1917,male,12.32,58.319,1.082,4.579,15.44187,15.887668,15.640196,13.22946,5.056737,2.644572,12.681937,16.523792,15.007832,11.34462
57,Cupido minimus,Buckinghamshire,VC,6,1917,male,11.566,48.214,0.958,4.838,15.44187,15.887668,15.640196,13.22946,5.056737,2.644572,12.681937,16.523792,15.007832,11.34462
45,Lycaena phlaeas,Middlesex,VC,8,1917,NA,14.386,83.361,1.928,3.897,16.282591,16.835789,16.859859,14.161755,5.719846,3.394691,13.523458,17.449247,15.811986,12.312453
98,Lycaena phlaeas,Dorset,VC,8,1917,NA,12.967,66.942,1.726,4.521,15.11715,15.445638,14.652102,12.393723,5.834035,3.554448,13.401731,16.536659,15.511198,11.734849
24,Polyommatus icarus,Oxfordshire,VC,7,1918,male,14.693,81.837,1.488,5.052,15.974122,15.525048,12.81945,12.71847,6.297673,5.70856,13.89247,15.323533,15.713195,15.250628
99,Celastrina argiolus,Staffordshire,VC,5,1918,male,15.226,90.805,1.293,5.741,15.722205,14.823055,12.408142,12.298307,6.380278,5.264819,13.430158,14.894068,15.408894,14.122206
100,Celastrina argiolus,Staffordshire,VC,5,1918,female,14.794,88.054,1.552,6.259,15.722205,14.823055,12.408142,12.298307,6.380278,5.264819,13.430158,14.894068,15.408894,14.122206
20,Cupido minimus,Buckinghamshire,VC,6,1918,male,12.2,54.664,1.273,4.52,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
51,Cupido minimus,Buckinghamshire,VC,6,1918,female,11.095,44.592,1.121,3.569,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
34,Lycaena phlaeas,Buckinghamshire,VC,7,1918,NA,15.06,91.312,2.012,3.898,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
38,Lycaena phlaeas,Dorset,VC,8,1918,NA,13.747,86.693,1.908,3.814,15.684409,15.501711,13.372576,12.797255,7.058038,5.945805,13.964781,15.11715,15.445638,14.652102
39,Lycaena phlaeas,Dorset,VC,8,1918,NA,14.786,84.765,1.656,5.324,15.684409,15.501711,13.372576,12.797255,7.058038,5.945805,13.964781,15.11715,15.445638,14.652102
43,Lycaena phlaeas,Buckinghamshire,VC,7,1918,NA,14.766,82.01,1.718,4.569,16.153084,15.633238,12.938487,12.779581,6.331319,5.685075,14.084687,15.44187,15.887668,15.640196
46,Celastrina argiolus,Bedfordshire,VC,5,1919,male,13.908,72.377,1.361,5.385,16.459198,13.706471,14.38193,13.110713,6.888912,3.699981,12.556127,16.501854,15.826804,13.013145
36,Favonius quercus,Northamptonshire,VC,7,1919,male,14.565,89.772,1.593,5.142,15.800445,13.402717,14.00531,12.804605,6.636206,3.258187,12.050656,16.091219,15.393753,12.669352
37,Favonius quercus,Northamptonshire,VC,6,1919,male,15.535,104.998,1.729,6.143,15.800445,13.402717,14.00531,12.804605,6.636206,3.258187,12.050656,16.091219,15.393753,12.669352
43,Favonius quercus,Northamptonshire,VC,7,1919,male,15.418,101.82,1.797,5.619,15.800445,13.402717,14.00531,12.804605,6.636206,3.258187,12.050656,16.091219,15.393753,12.669352
39,Cupido minimus,Buckinghamshire,VC,5,1919,male,11.718,53.367,1.216,4.579,16.43648,13.678171,14.22765,13.098856,6.822847,3.666405,12.37238,16.153084,15.633238,12.938487
46,Lycaena phlaeas,Buckinghamshire,VC,8,1919,NA,14.347,84.087,1.677,3.962,16.43648,13.678171,14.22765,13.098856,6.822847,3.666405,12.37238,16.153084,15.633238,12.938487
49,Polyommatus bellargus,Isle of Wight,VC,6,1920,female,15.256,85.236,1.815,5.119,14.510992,14.760786,14.633849,12.336874,9.361124,7.718259,14.183542,17.175732,14.711473,14.305406
53,Polyommatus bellargus,Isle of Wight,VC,6,1920,female,14.724,83.831,2.286,5.047,14.510992,14.760786,14.633849,12.336874,9.361124,7.718259,14.183542,17.175732,14.711473,14.305406
54,Polyommatus bellargus,Isle of Wight,VC,6,1920,female,15.898,96.098,1.814,5.418,14.510992,14.760786,14.633849,12.336874,9.361124,7.718259,14.183542,17.175732,14.711473,14.305406
57,Polyommatus bellargus,East Sussex,VC,8,1920,male,14.816,88.341,1.666,6.013,14.039855,14.690968,14.661141,12.295509,8.926062,7.613568,13.80139,16.784134,13.751829,14.017614
